chr	start	end	name	score	strand	gc	gc_bin	chrom	feature_id	feature_bin	feature_type_top	feature_types	gene_name	gene_id	transcript_ids	gene_type_top	transcript_type_top	gene_types	transcript_types	input_sum	clip_sum	enrichment_n	enrichment_l2or_min	enrichment_l2or_mean	enrichment_l2or_max	p_max	p_min	q_max	q_min
chr12	57512490	57512576	3825210	0	+	0.337209	(0.323,0.354]	chr12	387057	1	EXON_MRNA	EXON_MRNA:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	MARS1	ENSG00000166986.15	ENST00000537638.6:ENST00000545888.6:ENST00000262027.10:ENST00000546971.5:ENST00000548202.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	14	2	5.13529	5.169420000000001	5.20355	9.67366e-5	7.58037e-5	0.00533154	0.00382323
chr6	10961404	10961499	2066101	0	+	0.347368	(0.323,0.354]	chr6	209547	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	SYCP2L	ENSG00000153157.13	ENST00000283141.11	protein_coding	protein_coding	protein_coding	protein_coding	0	14	2	5.13529	5.169420000000001	5.20355	9.67366e-5	7.58037e-5	0.00533154	0.00382323
chr11	119088981	119089081	3626083	0	+	0.47	(0.45,0.49]	chr11	362383	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HMBS	ENSG00000256269.10	ENST00000652429.1:ENST00000392841.1:ENST00000543543.5:ENST00000648488.1:ENST00000544360.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	2	37	2	4.94998	5.168915	5.38785	6.52937e-7	1.83925e-8	8.89269e-5	9.95622e-6
chr19	6743256	6743356	5222403	0	+	0.62	(0.586,1]	chr19	549772	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	TRIP10	ENSG00000125733.18	ENST00000313285.12	protein_coding	protein_coding	protein_coding	protein_coding	0	31	2	4.43367	5.16681	5.89995	0.00151857	4.55084e-7	0.0369084	6.62438e-5
chr12	53027919	53028014	3820222	0	+	0.336842	(0.323,0.354]	chr12	385590	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	EIF4B	ENSG00000063046.18	ENST00000262056.14:ENST00000420463.7:ENST00000416762.7:ENST00000550704.5:ENST00000549481.5:ENST00000552490.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	2	32	2	5.03781	5.166525	5.29524	5.47315e-7	8.36755e-8	7.69168e-5	3.41439e-5
chr3	100381514	100381614	1333955	0	-	0.45	(0.414,0.45]	chr3	142730	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	TOMM70	ENSG00000154174.8	ENST00000284320.6:ENST00000492171.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	16	2	4.96532	5.1663499999999996	5.36738	1.80091e-4	2.05043e-5	0.00584332	0.00215555
chr10	1080106	1080206	3247911	0	+	0.43	(0.414,0.45]	chr10	320634	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	WDR37	ENSG00000047056.16	ENST00000358220.5:ENST00000436154.1	protein_coding	protein_coding	protein_coding	protein_coding	0	16	2	5.01476	5.166175	5.31759	1.49994e-4	2.54965e-5	0.00862943	0.00146073
chr12	56111529	56111629	3823901	0	+	0.42	(0.414,0.45]	chr12	386601	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	PA2G4	ENSG00000170515.14	ENST00000552766.5:ENST00000303305.11	protein_coding	protein_coding	protein_coding	protein_coding	0	16	2	5.01476	5.166175	5.31759	1.49994e-4	2.54965e-5	0.00862943	0.00146073
chr19	35613900	35613934	5263129	0	+	0.441176	(0.414,0.45]	chr19	557078	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HAUS5	ENSG00000249115.9	ENST00000203166.10:ENST00000585968.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	16	2	5.01476	5.166175	5.31759	1.49994e-4	2.54965e-5	0.00862943	0.00146073
chr2	43973900	43974000	871156	0	-	0.45	(0.414,0.45]	chr2	96957	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	LRPPRC	ENSG00000138095.20	ENST00000260665.12:ENST00000683623.1:ENST00000682546.1:ENST00000682885.1:ENST00000684383.1:ENST00000683802.1:ENST00000683989.1:ENST00000447246.2:ENST00000681959.1:ENST00000683082.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay:processed_transcript	0	16	2	5.01476	5.166175	5.31759	1.49994e-4	2.54965e-5	0.00862943	0.00146073
chr6	31645604	31645704	2264302	0	-	0.43	(0.414,0.45]	chr6	227455	1	SS3_ADJ	SS3_ADJ:SS3_PROX:INTRON	BAG6	ENSG00000204463.13	ENST00000676615.1:ENST00000375976.8:ENST00000362049.10	protein_coding	protein_coding	protein_coding	protein_coding	0	16	2	5.01476	5.166175	5.31759	1.49994e-4	2.54965e-5	0.00862943	0.00146073
chr19	45522681	45522717	5279052	0	+	0.5	(0.49,0.53]	chr19	560204	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	VASP	ENSG00000125753.14	ENST00000245932.11	protein_coding	protein_coding	protein_coding	protein_coding	0	17	2	4.72229	5.16333	5.60437	5.62436e-4	4.12541e-6	0.0128233	6.73194e-4
chr1	246902424	246902524	530775	0	-	0.31	(0.29,0.323]	chr1	65805	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	AHCTF1	ENSG00000153207.16	ENST00000648844.2:ENST00000366508.5	protein_coding	protein_coding	protein_coding	protein_coding	0	14	2	4.71494	5.16324	5.61154	8.19856e-4	7.28478e-6	0.0166666	0.00104675
chr2	97834677	97834774	921788	0	-	0.309278	(0.29,0.323]	chr2	103546	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	TMEM131	ENSG00000075568.17	ENST00000186436.10:ENST00000418629.6	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	0	14	2	4.71494	5.16324	5.61154	8.19856e-4	7.28478e-6	0.0166666	0.00104675
chr12	123511788	123511887	4036741	0	-	0.50505	(0.49,0.53]	chr12	413546	119	INTRON	INTRON	RILPL1	ENSG00000188026.13	ENST00000636882.1	protein_coding	protein_coding	protein_coding	protein_coding	0	17	2	4.75441	5.163055	5.5717	5.05167e-4	4.86039e-6	0.0190076	4.14533e-4
chr19	1620410	1620467	5306189	0	-	0.526316	(0.49,0.53]	chr19	565575	2	INTRON	INTRON	TCF3	ENSG00000071564.17	ENST00000611869.5:ENST00000262965.12:ENST00000588136.7:ENST00000453954.6:ENST00000395423.7:ENST00000610756.4:ENST00000590605.2	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	17	2	4.75441	5.163055	5.5717	5.05167e-4	4.86039e-6	0.0190076	4.14533e-4
chr2	238181964	238182064	1031611	0	-	0.53	(0.49,0.53]	chr2	113701	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	ILKAP	ENSG00000132323.9	ENST00000254654.8:ENST00000466468.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	17	2	4.75441	5.163055	5.5717	5.05167e-4	4.86039e-6	0.0190076	4.14533e-4
chr5	140662107	140662178	1872451	0	+	0.521127	(0.49,0.53]	chr5	190291	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	IK	ENSG00000113141.18	ENST00000417647.7:ENST00000515592.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	17	2	4.75441	5.163055	5.5717	5.05167e-4	4.86039e-6	0.0190076	4.14533e-4
chrX	53551895	53551980	5837314	0	-	0.529412	(0.49,0.53]	chrX	633357	2	SSB_PROX	SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HUWE1	ENSG00000086758.16	ENST00000342160.7	protein_coding	protein_coding	protein_coding	protein_coding	0	17	2	4.75441	5.163055	5.5717	5.05167e-4	4.86039e-6	0.0190076	4.14533e-4
chr15	20457500	20457592	4516471	0	-	0.315217	(0.29,0.323]	chr15	459374	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HERC2P3	ENSG00000180229.12	ENST00000429257.5	transcribed_unprocessed_pseudogene	transcribed_unprocessed_pseudogene	transcribed_unprocessed_pseudogene	transcribed_unprocessed_pseudogene	0	14	2	4.78696	5.162635	5.53831	6.69717e-4	9.87765e-6	0.0232031	7.24242e-4
chr18	216385	216485	5164579	0	-	0.32	(0.29,0.323]	chr18	542332	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	THOC1	ENSG00000079134.12	ENST00000261600.11:ENST00000579232.5:ENST00000578529.5:ENST00000583228.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	14	2	4.78696	5.162635	5.53831	6.69717e-4	9.87765e-6	0.0232031	7.24242e-4
chr2	86108499	86108536	639382	0	+	0.297297	(0.29,0.323]	chr2	74759	1	CDS	CDS:UTR3:EXON_MRNA:EXON_LNCRNA	PTCD3	ENSG00000132300.19	ENST00000465560.5:ENST00000409326.6:ENST00000409783.6:ENST00000488801.5:ENST00000254630.12:ENST00000483925.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay:processed_transcript	0	14	2	4.78696	5.162635	5.53831	6.69717e-4	9.87765e-6	0.0232031	7.24242e-4
chr6	42214344	42214444	2277901	0	-	0.28	[0,0.29]	chr6	229809	1	SS3_ADJ	SS3_ADJ:SS3_PROX:INTRON	MRPS10	ENSG00000048544.6	ENST00000053468.4	protein_coding	protein_coding	protein_coding	protein_coding	0	14	2	4.716	5.16237	5.60874	8.17418e-4	7.36944e-6	0.0166666	0.00104868
chr6	167000113	167000213	2228253	0	+	0.25	[0,0.29]	chr6	223830	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	CEP43	ENSG00000213066.13	ENST00000622353.4:ENST00000349556.4:ENST00000494781.5	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	14	2	4.716	5.16237	5.60874	8.17418e-4	7.36944e-6	0.0166666	0.00104868
chr2	95910558	95910657	916336	0	-	0.353535	(0.323,0.354]	chr2	102338	32	INTRON	INTRON	ANKRD36C	ENSG00000174501.14	ENST00000456556.5:ENST00000534304.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	2	34	2	4.67611	5.161905000000001	5.6477	9.91402e-6	2.44641e-9	0.00127309	1.00293e-6
chr11	9586619	9586710	3512568	0	+	0.263736	[0,0.29]	chr11	348279	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	WEE1	ENSG00000166483.12	ENST00000450114.7:ENST00000299613.10:ENST00000681684.1:ENST00000530712.6:ENST00000530175.5:ENST00000532275.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	14	2	4.7842	5.161795	5.53939	6.7489e-4	9.83335e-6	0.0232031	7.24242e-4
chr12	105114269	105114361	3864708	0	+	0.206522	[0,0.29]	chr12	391754	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	WASHC4	ENSG00000136051.15	ENST00000311317.8:ENST00000332180.10:ENST00000547404.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	14	2	4.7842	5.161795	5.53939	6.7489e-4	9.83335e-6	0.0232031	7.24242e-4
chr18	23473626	23473726	5130361	0	+	0.26	[0,0.29]	chr18	539827	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	RIOK3	ENSG00000101782.15	ENST00000339486.8:ENST00000581302.5:ENST00000584130.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	14	2	4.7842	5.161795	5.53939	6.7489e-4	9.83335e-6	0.0232031	7.24242e-4
chr19	34443911	34444011	5261298	0	+	0.25	[0,0.29]	chr19	556638	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	UBA2	ENSG00000126261.13	ENST00000586313.1:ENST00000590048.6:ENST00000246548.9:ENST00000439527.6	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	0	14	2	4.7842	5.161795	5.53939	6.7489e-4	9.83335e-6	0.0232031	7.24242e-4
chr6	159743792	159743892	2223358	0	+	0.23	[0,0.29]	chr6	223215	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	WTAP	ENSG00000146457.16	ENST00000650096.1:ENST00000614346.4:ENST00000621533.5:ENST00000337387.4	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	0	14	2	4.7842	5.161795	5.53939	6.7489e-4	9.83335e-6	0.0232031	7.24242e-4
chr9	121192070	121192170	3207801	0	-	0.27	[0,0.29]	chr9	316090	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	RAB14	ENSG00000119396.11	ENST00000373840.9	protein_coding	protein_coding	protein_coding	protein_coding	0	14	2	4.7842	5.161795	5.53939	6.7489e-4	9.83335e-6	0.0232031	7.24242e-4
chr12	103942304	103942397	3859454	0	+	0.397849	(0.384,0.414]	chr12	391413	4	SSB_PROX	SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HSP90B1	ENSG00000166598.16	ENST00000614327.2:ENST00000299767.10:ENST00000680370.1:ENST00000680316.1:ENST00000679861.1:ENST00000681245.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	2	38	2	4.64545	5.15937	5.67329	8.10124e-6	1.13339e-9	0.00111278	5.31958e-7
chr14	69768282	69768362	4257845	0	+	0.3875	(0.384,0.414]	chr14	432780	1	EXON_MRNA	EXON_MRNA:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	SRSF5	ENSG00000100650.16	ENST00000554465.5:ENST00000394366.6:ENST00000553369.5:ENST00000557435.1:ENST00000557154.6:ENST00000553635.5:ENST00000556184.5:ENST00000557460.5:ENST00000556587.5:ENST00000556436.1:ENST00000555412.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	2	38	2	4.64545	5.15937	5.67329	8.10124e-6	1.13339e-9	0.00111278	5.31958e-7
chr1	151166541	151166641	169089	0	+	0.5	(0.49,0.53]	chr1	20599	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	SCNM1	ENSG00000163156.12	ENST00000602841.5:ENST00000461862.5:ENST00000368902.1:ENST00000368905.9	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	2	38	2	5.06287	5.157310000000001	5.25175	2.2721e-7	5.0833e-8	3.87244e-5	2.31588e-5
chr21	39229211	39229311	5565051	0	-	0.3	(0.29,0.323]	chr21	602057	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	BRWD1	ENSG00000185658.14	ENST00000333229.6:ENST00000342449.8:ENST00000380800.7:ENST00000424441.1	protein_coding	protein_coding	protein_coding	protein_coding	2	32	2	4.73772	5.156365	5.57501	7.74395e-6	6.09089e-9	0.00108906	2.11834e-6
chr18	36136377	36136462	5136643	0	+	0.352941	(0.323,0.354]	chr18	540463	1	EXON_MRNA	EXON_MRNA:SS5_ADJ:SS5_PROX:INTRON	ELP2	ENSG00000134759.14	ENST00000544267.5:ENST00000351393.10:ENST00000541190.5:ENST00000442325.6:ENST00000358232.11:ENST00000539560.5:ENST00000535488.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	14	2	4.91973	5.15551	5.39129	2.93434e-4	2.5678e-5	0.0083352	0.00247239
chr7	87191027	87191127	2465300	0	+	0.33	(0.323,0.354]	chr7	247536	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	DMTF1	ENSG00000135164.19	ENST00000447863.5:ENST00000579677.5:ENST00000331242.12:ENST00000394703.9:ENST00000412139.6:ENST00000480982.5:ENST00000580803.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	14	2	4.91973	5.15551	5.39129	2.93434e-4	2.5678e-5	0.0083352	0.00247239
chr10	32037153	32037253	3404531	0	-	0.33	(0.323,0.354]	chr10	336210	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	KIF5B	ENSG00000170759.11	ENST00000302418.5	protein_coding	protein_coding	protein_coding	protein_coding	0	14	2	4.98766	5.1552299999999995	5.3228	2.3581e-4	3.35429e-5	0.0116225	0.00176612
chr11	125604247	125604347	3632305	0	+	0.34	(0.323,0.354]	chr11	363282	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	STT3A	ENSG00000134910.14	ENST00000534472.5:ENST00000529196.5:ENST00000392708.9:ENST00000531491.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	14	2	4.98766	5.1552299999999995	5.3228	2.3581e-4	3.35429e-5	0.0116225	0.00176612
chr2	97249645	97249745	648094	0	+	0.35	(0.323,0.354]	chr2	76101	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	ANKRD36	ENSG00000135976.20	ENST00000420699.9	protein_coding	protein_coding	protein_coding	protein_coding	0	14	2	4.98766	5.1552299999999995	5.3228	2.3581e-4	3.35429e-5	0.0116225	0.00176612
chr20	49094286	49094386	5433854	0	+	0.35	(0.323,0.354]	chr20	586119	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	CSE1L	ENSG00000124207.17	ENST00000396192.7:ENST00000262982.3:ENST00000469700.1	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	14	2	4.98766	5.1552299999999995	5.3228	2.3581e-4	3.35429e-5	0.0116225	0.00176612
chr21	46529091	46529183	5540283	0	+	0.347826	(0.323,0.354]	chr21	599395	1	CDS	CDS:EXON_MRNA	DIP2A	ENSG00000160305.18	ENST00000417564.3:ENST00000435722.7:ENST00000494435.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	14	2	4.98766	5.1552299999999995	5.3228	2.3581e-4	3.35429e-5	0.0116225	0.00176612
chr9	100020515	100020615	3192509	0	-	0.35	(0.323,0.354]	chr9	314008	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	ERP44	ENSG00000023318.8	ENST00000262455.7	protein_coding	protein_coding	protein_coding	protein_coding	0	14	2	4.98766	5.1552299999999995	5.3228	2.3581e-4	3.35429e-5	0.0116225	0.00176612
chr9	131222930	131223030	3126423	0	+	0.33	(0.323,0.354]	chr9	306674	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	NUP214	ENSG00000126883.17	ENST00000359428.10:ENST00000411637.6:ENST00000652454.1:ENST00000650694.1:ENST00000530491.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	14	2	4.98766	5.1552299999999995	5.3228	2.3581e-4	3.35429e-5	0.0116225	0.00176612
chr10	35470413	35470513	3277964	0	+	0.53	(0.49,0.53]	chr10	323515	752	INTRON	INTRON	CCNY	ENSG00000108100.18	ENST00000374706.5:ENST00000374704.8:ENST00000492478.5	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	18	2	4.50202	5.155025	5.80803	0.00151221	9.27489e-7	0.0369084	1.17409e-4
chr9	124861066	124861154	3219900	0	-	0.522727	(0.49,0.53]	chr9	316779	2	EXON_MRNA	EXON_MRNA:SS5_PROX:INTRON	RPL35	ENSG00000136942.15	ENST00000373570.8:ENST00000348462.6:ENST00000487431.1:ENST00000493018.5:ENST00000629845.1:ENST00000495728.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	18	2	4.50202	5.155025	5.80803	0.00151221	9.27489e-7	0.0369084	1.17409e-4
chr19	804728	804802	5210269	0	+	0.716216	(0.586,1]	chr19	547217	1	SSB_ADJ	SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	PTBP1	ENSG00000011304.22	ENST00000635647.1:ENST00000627714.2:ENST00000592804.2:ENST00000349038.8:ENST00000586944.5:ENST00000356948.11:ENST00000394601.8:ENST00000589575.5:ENST00000679114.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	27	2	5.0953	5.153715	5.21213	7.05455e-5	3.65499e-5	0.00323711	0.00303776
chr19	45067036	45067136	5277948	0	+	0.61	(0.586,1]	chr19	560004	3	SS3_PROX	SS3_PROX:INTRON	CLASRP	ENSG00000104859.15	ENST00000221455.8	protein_coding	protein_coding	protein_coding	protein_coding	0	27	2	5.0953	5.153715	5.21213	7.05455e-5	3.65499e-5	0.00323711	0.00303776
chr20	3800642	3800742	5390143	0	+	0.65	(0.586,1]	chr20	580701	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	CDC25B	ENSG00000101224.18	ENST00000245960.10	protein_coding	protein_coding	protein_coding	protein_coding	0	27	2	5.0953	5.153715	5.21213	7.05455e-5	3.65499e-5	0.00323711	0.00303776
chr22	21418259	21418359	5579665	0	+	0.6	(0.586,1]	chr22	604487	3	INTRON	INTRON	HIC2	ENSG00000169635.10	ENST00000407464.7	protein_coding	protein_coding	protein_coding	protein_coding	0	27	2	5.0953	5.153715	5.21213	7.05455e-5	3.65499e-5	0.00323711	0.00303776
chr7	1448961	1449061	2558870	0	-	0.67	(0.586,1]	chr7	257284	2	SS3_PROX	SS3_PROX:INTRON	MICALL2	ENSG00000164877.19	ENST00000472100.5:ENST00000297508.8:ENST00000413446.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	27	2	5.0953	5.153715	5.21213	7.05455e-5	3.65499e-5	0.00323711	0.00303776
chr1	108746786	108746886	133262	0	+	0.69	(0.586,1]	chr1	15778	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	STXBP3	ENSG00000116266.11	ENST00000370008.4:ENST00000469338.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	27	2	5.10821	5.1537	5.19919	6.4818e-5	3.99603e-5	0.00475954	0.00199934
chr16	30664616	30664714	4684091	0	+	0.642857	(0.586,1]	chr16	479959	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	FBRS	ENSG00000156860.16	ENST00000356166.11	protein_coding	protein_coding	protein_coding	protein_coding	0	27	2	5.10821	5.1537	5.19919	6.4818e-5	3.99603e-5	0.00475954	0.00199934
chr16	85668424	85668524	4749159	0	+	0.59	(0.586,1]	chr16	486104	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	GSE1	ENSG00000131149.19	ENST00000253458.12:ENST00000469381.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	27	2	5.10821	5.1537	5.19919	6.4818e-5	3.99603e-5	0.00475954	0.00199934
chr22	41897161	41897261	5619616	0	+	0.6	(0.586,1]	chr22	609711	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	SREBF2	ENSG00000198911.12	ENST00000361204.9	protein_coding	protein_coding	protein_coding	protein_coding	0	27	2	5.10821	5.1537	5.19919	6.4818e-5	3.99603e-5	0.00475954	0.00199934
chrX	41347012	41347111	5714310	0	+	0.383838	(0.354,0.384]	chrX	620806	1	EXON_MRNA	EXON_MRNA:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	DDX3X	ENSG00000215301.11	ENST00000644876.2:ENST00000644307.1:ENST00000644109.1:ENST00000646122.1:ENST00000644513.1:ENST00000441189.4:ENST00000646822.1:ENST00000646319.1:ENST00000646390.1:ENST00000642763.1:ENST00000643820.1:ENST00000647477.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	2	34	2	4.85035	5.153575	5.4568	2.41489e-6	1.21983e-8	4.59817e-4	3.73388e-6
chr1	160999408	160999508	452539	0	-	0.54	(0.53,0.586]	chr1	57053	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	F11R:RP11-544M22.13	ENSG00000158769.18:ENSG00000270149.5	ENST00000368026.11:ENST00000289779.7:ENST00000537746.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	0	18	2	5.13208	5.151820000000001	5.17156	5.85942e-5	4.89531e-5	0.00404247	0.00272324
chr2	218277867	218277934	1021088	0	-	0.58209	(0.53,0.586]	chr2	112141	2	EXON_MRNA	EXON_MRNA:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	TMBIM1	ENSG00000135926.15	ENST00000258412.8:ENST00000445635.5:ENST00000492966.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	18	2	5.13208	5.151820000000001	5.17156	5.85942e-5	4.89531e-5	0.00404247	0.00272324
chr5	140660815	140660904	1872434	0	+	0.404494	(0.384,0.414]	chr5	190283	1	EXON_MRNA	EXON_MRNA:SS5_ADJ:SS5_PROX:INTRON	IK	ENSG00000113141.18	ENST00000417647.7:ENST00000515592.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	2	36	2	4.86421	5.149369999999999	5.43453	1.67975e-6	1.12597e-8	3.47809e-4	3.5022e-6
chr15	90980783	90980883	4617928	0	-	0.47	(0.45,0.49]	chr15	471478	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	PRC1:AC068831.18	ENSG00000198901.14:ENSG00000284946.1	ENST00000394249.8:ENST00000361188.9:ENST00000643536.1:ENST00000442656.6:ENST00000556982.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	17	2	4.55714	5.14911	5.74108	0.00128796	1.63718e-6	0.0342623	1.83403e-4
chr6	33202809	33202909	2092013	0	+	0.47	(0.45,0.49]	chr6	212758	1	SS3_ADJ	SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	SLC39A7	ENSG00000112473.18	ENST00000374675.7:ENST00000374677.8	protein_coding	protein_coding	protein_coding	protein_coding	0	17	2	4.55714	5.14911	5.74108	0.00128796	1.63718e-6	0.0342623	1.83403e-4
chr7	72926963	72927063	2450271	0	+	0.48	(0.45,0.49]	chr7	245632	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	POM121	ENSG00000196313.12	ENST00000627934.2	protein_coding	protein_coding	protein_coding	protein_coding	0	17	2	4.55714	5.14911	5.74108	0.00128796	1.63718e-6	0.0342623	1.83403e-4
chr1	206729099	206729199	231787	0	+	0.64	(0.586,1]	chr1	27954	1	SS5_ADJ	SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	MAPKAPK2	ENSG00000162889.11	ENST00000367103.4:ENST00000294981.8	protein_coding	protein_coding	protein_coding	protein_coding	0	29	2	4.59616	5.14905	5.70194	7.74053e-4	1.80743e-6	0.0251169	1.96227e-4
chr11	67584570	67584627	3578598	0	+	0.666667	(0.586,1]	chr11	356543	1	EXON_MRNA	EXON_MRNA:SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	GSTP1	ENSG00000084207.18	ENST00000398603.6:ENST00000398606.10:ENST00000494593.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	29	2	4.59616	5.14905	5.70194	7.74053e-4	1.80743e-6	0.0251169	1.96227e-4
