chr	start	end	name	score	strand	gc	gc_bin	chrom	feature_id	feature_bin	feature_type_top	feature_types	gene_name	gene_id	transcript_ids	gene_type_top	transcript_type_top	gene_types	transcript_types	input_sum	clip_sum	enrichment_n	enrichment_l2or_min	enrichment_l2or_mean	enrichment_l2or_max	p_max	p_min	q_max	q_min
chr16	14303296	14303395	4652824	0	+	0.424242	(0.41,0.444]	chr16	475664	3	INTRON	INTRON	MIR193BHG	ENSG00000262454.4	ENST00000641433.1	lncRNA	lncRNA	lncRNA	lncRNA	0	39	2	6.43067	6.49661	6.56255	2.45631e-7	1.07146e-7	1.64004e-4	3.2199e-5
chr12	57824819	57824912	3962311	0	-	0.516129	(0.48,0.525]	chr12	405657	1	INTRON	INTRON	CTDSP2	ENSG00000175215.11	ENST00000398073.7:ENST00000549039.5:ENST00000550144.1	protein_coding	protein_coding	protein_coding	protein_coding	4	157	2	6.27936	6.493919999999999	6.70848	1.36045e-11	1.8201e-12	1.21925e-8	4.50239e-9
chr17	58331169	58331265	5066231	0	-	0.604167	(0.58,1]	chr17	531271	4	EXON_LNCRNA	EXON_LNCRNA	RP5-1171I10.5	ENSG00000265206.5	ENST00000579003.1	lncRNA	lncRNA	lncRNA	lncRNA	12	956	2	6.41909	6.493494999999999	6.5679	1e-12	1e-12	2.67863e-9	1.24148e-9
chrX	53557036	53557113	5837370	0	-	0.428571	(0.41,0.444]	chrX	633375	3	SS5_PROX	SS5_PROX:PRIMIRNA:INTRON	HUWE1:MIRLET7F2	ENSG00000086758.16:ENSG00000208012.1	ENST00000342160.7:ENST00000385277.1	miRNA	protein_coding	miRNA:protein_coding	protein_coding:primary_miRNA	0	38	2	6.31659	6.492485	6.66838	2.22137e-7	1.19509e-7	8.83993e-5	6.13957e-5
chrX	53556006	53556104	5837359	0	-	0.295918	(0.283,0.32]	chrX	633373	7	INTRON	INTRON	HUWE1	ENSG00000086758.16	ENST00000342160.7	protein_coding	protein_coding	protein_coding	protein_coding	0	30	2	6.39518	6.488365	6.58155	8.09051e-7	1.40826e-7	4.53838e-4	4.07401e-5
chr3	196251013	196251113	1430292	0	-	0.56	(0.525,0.58]	chr3	151607	23	INTRON	INTRON	PCYT1A	ENSG00000161217.12	ENST00000431016.6:ENST00000411591.5:ENST00000430755.5:ENST00000412869.5	protein_coding	protein_coding	protein_coding	protein_coding	2	117	2	6.21291	6.47745	6.74199	7.97252e-10	1.96666e-11	4.57393e-7	3.67886e-8
chr5	140267151	140267251	2023171	0	-	0.46	(0.444,0.48]	chr5	204258	207	INTRON	INTRON	PFDN1	ENSG00000113068.10	ENST00000261813.9	protein_coding	protein_coding	protein_coding	protein_coding	0	38	2	6.00735	6.476945	6.94654	1.50475e-6	1.25629e-8	3.25576e-4	1.18481e-5
chr20	63607726	63607826	5501201	0	-	0.51	(0.48,0.525]	chr20	595308	25	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	0	41	2	5.63724	6.47173	7.30622	1.21642e-5	5.49141e-10	0.0018539	7.2475e-7
chr13	50048984	50049083	4146451	0	-	0.383838	(0.38,0.41]	chr13	423563	34	INTRON	INTRON	DLEU2	ENSG00000231607.13	ENST00000621282.4:ENST00000668305.1:ENST00000458725.6:ENST00000433070.7:ENST00000443587.5	lncRNA	lncRNA	lncRNA	lncRNA	0	35	2	6.27503	6.46841	6.66179	2.78813e-7	1.72489e-7	1.21436e-4	7.43468e-5
chr17	59150958	59151058	5068177	0	-	0.2	[0,0.283]	chr17	531572	127	INTRON	INTRON	SKA2	ENSG00000182628.13	ENST00000330137.12:ENST00000580541.1:ENST00000578105.1:ENST00000578519.5:ENST00000583927.1:ENST00000581068.5:ENST00000583380.5:ENST00000583976.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay:processed_transcript	0	26	2	6.22805	6.465405	6.70276	5.76779e-7	5.03086e-7	3.39533e-4	1.25531e-4
chrX	151959436	151959531	5908938	0	-	0.484211	(0.48,0.525]	chrX	639164	4	EXON_MRNA	EXON_MRNA:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	GABRE	ENSG00000102287.19	ENST00000370328.4:ENST00000486255.1:ENST00000441219.5:ENST00000476016.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	43	2	6.37119	6.450865	6.53054	5.02354e-7	6.33735e-8	3.00806e-4	2.04225e-5
chr20	63609218	63609318	5501216	0	-	0.49	(0.48,0.525]	chr20	595308	40	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	2	93	2	5.94612	6.450324999999999	6.95453	4.28469e-9	8.35321e-12	2.00296e-6	1.71882e-8
chr17	58331552	58331647	5066235	0	-	0.610526	(0.58,1]	chr17	531271	8	EXON_LNCRNA	EXON_LNCRNA	RP5-1171I10.5	ENSG00000265206.5	ENST00000579003.1	lncRNA	lncRNA	lncRNA	lncRNA	12	921	2	6.40007	6.4488199999999996	6.49757	1.5058e-12	1e-12	2.67863e-9	1.81006e-9
chr1	226976749	226976848	249133	0	+	0.555556	(0.525,0.58]	chr1	30252	107	INTRON	INTRON	COQ8A	ENSG00000163050.18	ENST00000366777.4	protein_coding	protein_coding	protein_coding	protein_coding	0	46	2	6.05095	6.435485	6.82002	1.54927e-6	1.09391e-8	3.32369e-4	1.05812e-5
chr5	138557589	138557682	2019829	0	-	0.344086	(0.32,0.35]	chr5	204037	2	EXON_MRNA	EXON_MRNA:SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	HSPA9	ENSG00000113013.16	ENST00000678384.1:ENST00000677066.1:ENST00000649692.2:ENST00000678551.1:ENST00000524109.2:ENST00000512328.1:ENST00000507115.6	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay:processed_transcript	0	29	2	5.99139	6.427245	6.8631	1.67978e-6	8.72449e-8	3.56329e-4	6.66016e-5
chr18	79145552	79145652	5160954	0	+	0.66	(0.58,1]	chr18	542049	13	INTRON	INTRON	ATP9B	ENSG00000166377.20	ENST00000307671.12	protein_coding	protein_coding	protein_coding	protein_coding	2	235	2	5.19221	6.422945	7.65368	1.821e-6	1e-12	3.82006e-4	2.67863e-9
chr6	5000931	5001031	2242649	0	-	0.5	(0.48,0.525]	chr6	224883	3	SS3_PROX	SS3_PROX:INTRON	RPP40	ENSG00000124787.14	ENST00000319533.9:ENST00000618533.4:ENST00000464646.1:ENST00000468105.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	2	93	2	6.134	6.41661	6.69922	1.11267e-9	7.73719e-11	6.08394e-7	1.24203e-7
chr19	13835846	13835946	5330519	0	-	0.6	(0.58,1]	chr19	570854	121	EXON_LNCRNA	EXON_LNCRNA	MIR23AHG	ENSG00000267519.6	ENST00000587762.2	lncRNA	lncRNA	lncRNA	lncRNA	0	81	2	5.93408	6.406314999999999	6.87855	2.64617e-6	1.55105e-7	0.00122734	4.42415e-5
chr19	51693809	51693902	5291107	0	+	0.505376	(0.48,0.525]	chr19	562673	6	EXON_MRNA	EXON_MRNA	SPACA6	ENSG00000182310.15	ENST00000573266.5	protein_coding	retained_intron	protein_coding	retained_intron	0	40	2	6.32648	6.40167	6.47686	2.50393e-7	2.31293e-7	1.66447e-4	6.34631e-5
chr20	63608920	63609019	5501213	0	-	0.525253	(0.48,0.525]	chr20	595308	37	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	0	38	2	5.95335	6.39459	6.83583	2.14469e-6	2.03412e-8	4.40864e-4	1.84164e-5
chr2	131217902	131217996	673424	0	+	0.606383	(0.58,1]	chr2	79247	2	SSB_PROX	SSB_PROX:SS3_PROX:SS5_PROX:INTRON	POTEE	ENSG00000188219.15	ENST00000683005.1	protein_coding	protein_coding	protein_coding	protein_coding	16	1093	2	6.09578	6.393095000000001	6.69041	7.94909e-12	1e-12	7.76754e-9	2.67863e-9
chr20	63607826	63607925	5501202	0	-	0.525253	(0.48,0.525]	chr20	595308	26	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	2	89	2	5.69637	6.389385	7.0824	2.43155e-8	2.65854e-12	8.91726e-6	6.29095e-9
chr11	64354503	64354598	3570154	0	+	0.6	(0.58,1]	chr11	354308	3	INTRON	INTRON	CCDC88B	ENSG00000168071.22	ENST00000301897.5	protein_coding	protein_coding	protein_coding	protein_coding	0	74	2	6.18184	6.38548	6.58912	6.97013e-7	6.35419e-7	3.69726e-4	1.67305e-4
chr14	105159462	105159561	4409761	0	-	0.636364	(0.58,1]	chr14	448552	13	INTRON	INTRON	JAG2	ENSG00000184916.9	ENST00000331782.8	protein_coding	protein_coding	protein_coding	protein_coding	0	70	2	5.98235	6.380725	6.7791	1.31711e-5	1.49374e-8	0.00198102	1.38565e-5
chr9	94178563	94178663	3077944	0	+	0.39	(0.38,0.41]	chr9	300604	28	EXON_LNCRNA	EXON_LNCRNA	MIRLET7A1HG	ENSG00000269929.3	ENST00000652769.1	lncRNA	lncRNA	lncRNA	lncRNA	2	74	2	6.0324	6.370095	6.70779	2.31644e-9	2.43064e-10	1.15032e-6	3.44929e-7
chr17	82852326	82852426	4973906	0	+	0.51	(0.48,0.525]	chr17	517786	370	INTRON	INTRON	TBCD	ENSG00000141556.22	ENST00000683009.1:ENST00000539345.6	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	41	2	6.25717	6.369665	6.48216	1.04143e-6	8.65424e-8	5.61911e-4	2.6696e-5
chr19	991553	991652	5211124	0	+	0.747475	(0.58,1]	chr19	547410	2	SSB_PROX	SSB_PROX:SS3_PROX:SS5_PROX:INTRON	WDR18	ENSG00000065268.11	ENST00000587001.6:ENST00000585809.6	protein_coding	protein_coding	protein_coding	protein_coding	2	194	2	6.04004	6.364240000000001	6.68844	1.9117e-8	2.08734e-11	7.27503e-6	3.8726e-8
chr13	91351629	91351725	4087747	0	+	0.302083	(0.283,0.32]	chr13	418346	21	EXON_MRNA	EXON_MRNA:INTRON	MIR17HG	ENSG00000215417.13	ENST00000400282.6:ENST00000582141.5	lncRNA	retained_intron	lncRNA	retained_intron:lncRNA	40	765	2	6.2616	6.357794999999999	6.45399	1e-12	1e-12	2.67863e-9	1.24148e-9
chr22	41901096	41901194	5619657	0	+	0.581633	(0.58,1]	chr22	609725	2	INTRON	INTRON	SREBF2	ENSG00000198911.12	ENST00000361204.9	protein_coding	protein_coding	protein_coding	protein_coding	6	477	2	6.22336	6.35617	6.48898	1.85478e-11	3.20488e-12	1.5607e-8	7.25406e-9
chr22	49528008	49528108	5680853	0	-	0.5	(0.48,0.525]	chr22	617478	864	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	2	95	2	6.33846	6.352215	6.36597	1.5413e-9	2.01183e-10	1.81228e-6	1.33062e-7
chr4	725437	725536	1439498	0	+	0.686869	(0.58,1]	chr4	152582	191	INTRON	INTRON	PCGF3	ENSG00000185619.18	ENST00000419774.5:ENST00000362003.9:ENST00000470161.6:ENST00000400151.6:ENST00000440452.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	2	191	2	5.93903	6.34465	6.75027	3.36536e-8	1.30708e-11	1.17718e-5	2.56708e-8
chr22	21652910	21652980	5580653	0	+	0.685714	(0.58,1]	chr22	604565	2	SS3_PROX	SS3_PROX:PRIMIRNA:INTRON	KB-1440D3.16:MIR301B:MIR130B	ENSG00000207751.3:ENSG00000212102.1:ENSG00000283871.1	ENST00000498589.1:ENST00000390813.1:ENST00000385018.1	miRNA	lncRNA	miRNA:lncRNA	lncRNA:primary_miRNA	0	77	2	5.86487	6.33503	6.80519	3.88473e-6	2.2826e-7	0.00167963	6.28587e-5
chr22	49526708	49526808	5680840	0	-	0.28	[0,0.283]	chr22	617478	851	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	0	26	2	6.19411	6.33352	6.47293	1.22205e-5	1.00201e-7	0.00418424	3.05978e-5
chr13	110661954	110662053	4186199	0	-	0.343434	(0.32,0.35]	chr13	426633	105	INTRON	INTRON	CARS2	ENSG00000134905.17	ENST00000257347.9	protein_coding	protein_coding	protein_coding	protein_coding	0	27	2	5.69705	6.33309	6.96913	9.11692e-6	4.10762e-8	0.00147212	3.43569e-5
chr1	246428801	246428901	529057	0	-	0.58	(0.525,0.58]	chr1	65593	115	INTRON	INTRON	SMYD3	ENSG00000185420.19	ENST00000490107.6	protein_coding	protein_coding	protein_coding	protein_coding	0	48	2	6.06984	6.32913	6.58842	1.70296e-6	6.23611e-8	8.54666e-4	2.0139e-5
chr20	3917815	3917904	5390867	0	+	0.292135	(0.283,0.32]	chr20	580853	4	INTRON	INTRON	PANK2	ENSG00000125779.24	ENST00000336066.8:ENST00000646394.1:ENST00000621507.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	14	253	2	6.04519	6.32871	6.61223	1e-12	1e-12	2.67863e-9	1.24148e-9
chr21	9835568	9835668	5544120	0	-	0.58	(0.525,0.58]	chr21	600017	189	INTRON	INTRON	LINC01667	ENSG00000280081.4	ENST00000651050.1	transcribed_processed_pseudogene	processed_transcript	transcribed_processed_pseudogene	processed_transcript	0	45	2	5.38588	6.324975	7.26407	4.96772e-5	3.64436e-10	0.00578778	4.9394e-7
chr12	62603908	62604006	3829702	0	+	0.479592	(0.444,0.48]	chr12	387913	1	EXON_LNCRNA	EXON_LNCRNA:PRIMIRNA	MIRLET7I:RP11-631N16.4	ENSG00000199179.3:ENSG00000275180.1	ENST00000362309.3:ENST00000619323.1	miRNA	lncRNA	miRNA:lncRNA	lncRNA:primary_miRNA	6	174	2	5.99302	6.314985	6.63695	1.51351e-11	1e-12	1.31745e-8	2.67863e-9
chr7	129775069	129775169	2704100	0	-	0.68	(0.58,1]	chr7	269351	4	PRIMIRNA	PRIMIRNA	MIR96	ENSG00000199158.1	ENST00000362288.1	miRNA	primary_miRNA	miRNA	primary_miRNA	0	70	2	6.12377	6.3113600000000005	6.49895	1.0994e-6	8.94091e-7	4.88232e-4	2.48718e-4
chr2	130163973	130164073	949224	0	-	0.57	(0.525,0.58]	chr2	106052	2	SS5_PROX	SS5_PROX:INTRON	SMPD4	ENSG00000136699.20	ENST00000351288.10:ENST00000439886.5:ENST00000680679.1:ENST00000681660.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	43	2	6.16475	6.308275	6.4518	8.07652e-7	1.46313e-7	1.90838e-4	1.05301e-4
chr12	132718520	132718620	3896308	0	+	0.75	(0.58,1]	chr12	396787	4	SS5_PROX	SS5_PROX:INTRON	PGAM5	ENSG00000247077.7	ENST00000498926.7:ENST00000454808.2	protein_coding	protein_coding	protein_coding	protein_coding	2	188	2	6.12133	6.3033	6.48527	1.20815e-8	9.53699e-11	4.77773e-6	1.49387e-7
chr20	3917350	3917450	5390862	0	+	0.56	(0.525,0.58]	chr20	580852	3	SS5_PROX	SS5_PROX:INTRON	PANK2	ENSG00000125779.24	ENST00000336066.8:ENST00000646394.1:ENST00000621507.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	26	932	2	6.15333	6.30144	6.44955	1e-12	1e-12	2.67863e-9	1.24148e-9
chr9	4849950	4850050	3024351	0	+	0.38	(0.35,0.38]	chr9	295497	4	SS5_PROX	SS5_PROX:INTRON	RCL1	ENSG00000120158.12	ENST00000381750.9	protein_coding	protein_coding	protein_coding	protein_coding	10	209	2	5.85509	6.297129999999999	6.73917	3.29925e-12	1e-12	3.51904e-9	2.67863e-9
chr22	41901292	41901390	5619659	0	+	0.622449	(0.58,1]	chr22	609725	4	INTRON	INTRON	SREBF2	ENSG00000198911.12	ENST00000361204.9	protein_coding	protein_coding	protein_coding	protein_coding	4	337	2	6.06702	6.2964	6.52578	8.01332e-11	7.39875e-11	1.27282e-7	5.49321e-8
chr17	58331838	58331934	5066238	0	-	0.666667	(0.58,1]	chr17	531271	11	EXON_LNCRNA	EXON_LNCRNA	RP5-1171I10.5	ENSG00000265206.5	ENST00000579003.1	lncRNA	lncRNA	lncRNA	lncRNA	24	1539	2	6.19642	6.2946349999999995	6.39285	1.61693e-12	1e-12	2.67863e-9	1.89845e-9
chr11	61816134	61816234	3688475	0	-	0.66	(0.58,1]	chr11	370842	1	SS3_ADJ	SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	FADS1	ENSG00000149485.19	ENST00000350997.12:ENST00000424501.5:ENST00000540767.5:ENST00000466716.5:ENST00000544309.5:ENST00000541683.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay:processed_transcript	0	71	2	6.00012	6.29462	6.58912	1.82348e-6	6.97013e-7	9.04125e-4	1.67305e-4
chr3	52268315	52268415	1282748	0	-	0.49	(0.48,0.525]	chr3	139919	9	INTRON	INTRON	WDR82	ENSG00000164091.12	ENST00000296490.8	protein_coding	protein_coding	protein_coding	protein_coding	0	37	2	6.2125	6.291845	6.37119	5.02354e-7	4.65788e-7	3.00806e-4	1.1758e-4
chr1	21657080	21657179	302139	0	-	0.494949	(0.48,0.525]	chr1	37745	69	INTRON	INTRON	RAP1GAP	ENSG00000076864.20	ENST00000374765.9	protein_coding	protein_coding	protein_coding	protein_coding	0	39	2	6.13335	6.28273	6.43211	2.23852e-6	1.19104e-7	0.00106333	3.51647e-5
chr17	58331743	58331838	5066237	0	-	0.684211	(0.58,1]	chr17	531271	10	EXON_LNCRNA	EXON_LNCRNA	RP5-1171I10.5	ENSG00000265206.5	ENST00000579003.1	lncRNA	lncRNA	lncRNA	lncRNA	86	5390	2	6.26926	6.282305	6.29535	1e-12	1e-12	2.67863e-9	1.24148e-9
chr5	149732518	149732618	1877745	0	+	0.39	(0.38,0.41]	chr5	191147	17	INTRON	INTRON	PPARGC1B	ENSG00000155846.17	ENST00000309241.10	protein_coding	protein_coding	protein_coding	protein_coding	0	32	2	6.27503	6.28129	6.28755	1.9449e-6	2.78813e-7	9.58032e-4	7.43468e-5
chr16	14912407	14912505	4654301	0	+	0.704082	(0.58,1]	chr16	475927	1	INTRON	INTRON	PKD1P3	ENSG00000183458.14	ENST00000534164.6	transcribed_unprocessed_pseudogene	transcribed_unprocessed_pseudogene	transcribed_unprocessed_pseudogene	transcribed_unprocessed_pseudogene	0	65	2	6.06847	6.2783999999999995	6.48833	8.84674e-6	9.77064e-8	0.00143864	7.35949e-5
chr22	41901488	41901586	5619661	0	+	0.438776	(0.41,0.444]	chr22	609725	6	INTRON	INTRON	SREBF2	ENSG00000198911.12	ENST00000361204.9	protein_coding	protein_coding	protein_coding	protein_coding	2	77	2	6.10831	6.2756050000000005	6.4429	1.4159e-9	1.29138e-9	1.68232e-6	6.96061e-7
chr9	4850050	4850149	3024352	0	+	0.363636	(0.35,0.38]	chr9	295498	1	INTRON	INTRON	RCL1	ENSG00000120158.12	ENST00000381750.9	protein_coding	protein_coding	protein_coding	protein_coding	2	69	2	6.26041	6.27364	6.28687	1.16003e-8	4.37739e-10	1.11469e-5	2.69512e-7
chr22	19962915	19962990	5576388	0	+	0.666667	(0.58,1]	chr22	603940	1	SS5_PROX	SS5_PROX:INTRON	COMT	ENSG00000093010.15	ENST00000676678.1:ENST00000403184.5:ENST00000403710.5:ENST00000678868.1:ENST00000428707.2:ENST00000412786.5:ENST00000207636.9:ENST00000406520.7:ENST00000678255.1:ENST00000449653.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	0	76	2	5.71562	6.27284	6.83006	8.69498e-6	2.00317e-7	0.00314637	5.60814e-5
chr1	226976551	226976650	249131	0	+	0.535354	(0.525,0.58]	chr1	30252	105	INTRON	INTRON	COQ8A	ENSG00000163050.18	ENST00000366777.4	protein_coding	protein_coding	protein_coding	protein_coding	0	41	2	5.9274	6.268965	6.61053	3.08476e-6	4.9124e-8	5.99816e-4	3.98719e-5
chr22	46605567	46605666	5626478	0	+	0.50505	(0.48,0.525]	chr22	610497	279	INTRON	INTRON	GRAMD4	ENSG00000075240.17	ENST00000447351.5:ENST00000431155.1	protein_coding	protein_coding	protein_coding	protein_coding	0	37	2	6.25717	6.263895	6.27062	1.04143e-6	3.26658e-7	5.61911e-4	8.58952e-5
chr2	218402719	218402812	787038	0	+	0.645161	(0.58,1]	chr2	87676	3	SSB_PROX	SSB_PROX:SS3_PROX:SS5_PROX:INTRON	CTDSP1	ENSG00000144579.8	ENST00000491064.5:ENST00000443891.5:ENST00000498160.5:ENST00000273062.7:ENST00000497677.5:ENST00000482272.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	0	70	2	5.93408	6.2616	6.58912	2.64617e-6	6.97013e-7	0.00122734	1.67305e-4
chr20	63607329	63607428	5501197	0	-	0.484848	(0.48,0.525]	chr20	595308	21	INTRON	INTRON	GMEB2	ENSG00000101216.11	ENST00000370077.2	protein_coding	protein_coding	protein_coding	protein_coding	0	36	2	6.15195	6.261570000000001	6.37119	6.70947e-7	5.02354e-7	3.00806e-4	1.63642e-4
chr13	50048688	50048787	4146448	0	-	0.252525	[0,0.283]	chr13	423563	31	INTRON	INTRON	DLEU2	ENSG00000231607.13	ENST00000621282.4:ENST00000668305.1:ENST00000458725.6:ENST00000433070.7:ENST00000443587.5	lncRNA	lncRNA	lncRNA	lncRNA	0	23	2	6.13622	6.260255	6.38429	4.1323e-6	8.98405e-7	0.00176977	2.09988e-4
chr8	41660630	41660730	2904521	0	-	0.64	(0.58,1]	chr8	285882	45	INTRON	INTRON	ANK1	ENSG00000029534.21	ENST00000347528.8:ENST00000520299.5:ENST00000645531.1	protein_coding	protein_coding	protein_coding	protein_coding	6	464	2	5.98834	6.257985	6.52763	1.96578e-11	1.46423e-11	3.67886e-8	1.28192e-8
chr12	62604202	62604300	3829705	0	+	0.295918	(0.283,0.32]	chr12	387913	4	EXON_LNCRNA	EXON_LNCRNA:PRIMIRNA	MIRLET7I:RP11-631N16.4	ENSG00000199179.3:ENSG00000275180.1	ENST00000362309.3:ENST00000619323.1	miRNA	lncRNA	miRNA:lncRNA	lncRNA:primary_miRNA	0	25	2	6.07753	6.254375	6.43122	2.06961e-6	1.07161e-6	0.00100095	2.45176e-4
chr7	100094074	100094172	2659332	0	-	0.581633	(0.58,1]	chr7	265805	1	SS5_ADJ	SS5_ADJ:SS5_PROX:PRIMIRNA:INTRON	MCM7:MIR25:MIR106B	ENSG00000166508.18:ENSG00000207547.1:ENSG00000208036.1	ENST00000303887.10:ENST00000489841.5:ENST00000384816.1:ENST00000493352.1:ENST00000385301.1	miRNA	protein_coding	miRNA:protein_coding	protein_coding:retained_intron:primary_miRNA	2	203	2	5.91252	6.246315	6.58011	5.79707e-9	8.56369e-10	6.01895e-6	4.85789e-7
chr9	94177463	94177563	3077933	0	+	0.37	(0.35,0.38]	chr9	300604	17	EXON_LNCRNA	EXON_LNCRNA	MIRLET7A1HG	ENSG00000269929.3	ENST00000652769.1	lncRNA	lncRNA	lncRNA	lncRNA	0	27	2	5.61388	6.24277	6.87166	1.3608e-5	5.73634e-8	0.00203061	4.58794e-5
chr12	62604104	62604202	3829704	0	+	0.438776	(0.41,0.444]	chr12	387913	3	EXON_LNCRNA	EXON_LNCRNA:PRIMIRNA	MIRLET7I:RP11-631N16.4	ENSG00000199179.3:ENSG00000275180.1	ENST00000362309.3:ENST00000619323.1	miRNA	lncRNA	miRNA:lncRNA	lncRNA:primary_miRNA	2	73	2	5.92888	6.239075	6.54927	4.77899e-9	5.92914e-10	2.22033e-6	7.75738e-7
chrX	151958470	151958569	5908928	0	-	0.484848	(0.48,0.525]	chrX	639162	11	EXON_MRNA	EXON_MRNA:SS5_PROX:INTRON	GABRE	ENSG00000102287.19	ENST00000370328.4:ENST00000486255.1:ENST00000441219.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	6	182	2	6.09242	6.232545	6.37267	7.38742e-12	3.61866e-12	8.10953e-9	7.26558e-9
chr9	94178863	94178963	3077947	0	+	0.46	(0.444,0.48]	chr9	300604	31	EXON_LNCRNA	EXON_LNCRNA	MIRLET7A1HG	ENSG00000269929.3	ENST00000652769.1	lncRNA	lncRNA	lncRNA	lncRNA	8	213	2	6.03025	6.22978	6.42931	2.62057e-12	1e-12	2.89716e-9	2.67863e-9
chr7	151238754	151238827	2547289	0	+	0.287671	(0.283,0.32]	chr7	256152	2	UTR3	UTR3:EXON_MRNA	CHPF2	ENSG00000033100.16	ENST00000035307.6	protein_coding	protein_coding	protein_coding	protein_coding	2	53	2	5.7624	6.227185	6.69197	2.3356e-8	1.1214e-9	8.62805e-6	1.36274e-6
chr17	30116963	30116991	4883524	0	+	0.464286	(0.444,0.48]	chr17	506102	1	SSB_PROX	SSB_PROX:SS3_PROX:SS5_PROX:INTRON	NSRP1	ENSG00000126653.18	ENST00000612959.4:ENST00000247026.10:ENST00000479218.6:ENST00000584317.5:ENST00000583301.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay:processed_transcript	0	33	2	6.07667	6.222045	6.36742	1.0004e-6	6.96067e-7	3.96745e-4	2.30978e-4
chr22	41900129	41900229	5619647	0	+	0.57	(0.525,0.58]	chr22	609720	4	SS3_PROX	SS3_PROX:INTRON	SREBF2	ENSG00000198911.12	ENST00000361204.9	protein_coding	protein_coding	protein_coding	protein_coding	0	49	2	5.69776	6.2203800000000005	6.743	1.46089e-5	2.33009e-8	0.00475432	8.62805e-6
chr4	725836	725936	1439502	0	+	0.64	(0.58,1]	chr4	152582	195	INTRON	INTRON	PCGF3	ENSG00000185619.18	ENST00000419774.5:ENST00000362003.9:ENST00000470161.6:ENST00000400151.6:ENST00000440452.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	0	63	2	6.18871	6.213185	6.23766	5.01938e-6	4.55743e-7	8.95448e-4	2.79174e-4
chr1	226976650	226976749	249132	0	+	0.515152	(0.48,0.525]	chr1	30252	106	INTRON	INTRON	COQ8A	ENSG00000163050.18	ENST00000366777.4	protein_coding	protein_coding	protein_coding	protein_coding	2	79	2	5.79516	6.206145	6.61713	1.23347e-8	1.55364e-10	4.86515e-6	2.32117e-7
chr2	131298973	131299067	674120	0	+	0.648936	(0.58,1]	chr2	79376	3	EXON_LNCRNA	EXON_LNCRNA:INTRON	FAR2P4	ENSG00000231431.7	ENST00000560285.5:ENST00000425399.1	transcribed_unprocessed_pseudogene	processed_transcript	transcribed_unprocessed_pseudogene	processed_transcript:transcribed_unprocessed_pseudogene	0	66	2	5.93408	6.200835	6.46759	2.64617e-6	1.28629e-6	0.00122734	2.83996e-4
chr12	54337215	54337314	3822344	0	+	0.434343	(0.41,0.444]	chr12	386130	1	EXON_SMALL	EXON_SMALL:PRIMIRNA:INTRON	COPZ1:MIR148B	ENSG00000111481.10:ENSG00000199122.3	ENST00000552848.5:ENST00000262061.7:ENST00000455864.6:ENST00000550027.5:ENST00000548281.5:ENST00000548753.1:ENST00000362252.3	miRNA	miRNA	miRNA:protein_coding	miRNA:protein_coding:retained_intron:processed_transcript:primary_miRNA	0	32	2	6.18861	6.190655	6.1927	2.6617e-6	4.80608e-7	0.00122951	1.20718e-4
