chr	start	end	name	score	strand	gc	gc_bin	chrom	feature_id	feature_bin	feature_type_top	feature_types	gene_name	gene_id	transcript_ids	gene_type_top	transcript_type_top	gene_types	transcript_types	input_sum	clip_sum	enrichment_n	enrichment_l2or_min	enrichment_l2or_mean	enrichment_l2or_max	p_max	p_min	q_max	q_min
chr16	88916556	88916656	4844262	0	-	0.62	(0.59,1]	chr16	501029	145	INTRON	INTRON	CBFA2T3	ENSG00000129993.15	ENST00000563640.1	protein_coding	protein_coding	protein_coding	protein_coding	0	40	2	4.81596	5.0438849999999995	5.27181	0.0122358	0.00178708	0.139251	0.0563538
chr1	30893195	30893294	316447	0	-	0.606061	(0.59,1]	chr1	39907	141	INTRON	INTRON	SDC3	ENSG00000162512.16	ENST00000339394.7	protein_coding	protein_coding	protein_coding	protein_coding	0	42	2	4.64092	5.03795	5.43498	0.00828553	0.00334657	0.126859	0.0672949
chr1	226978996	226979093	249156	0	+	0.670103	(0.59,1]	chr1	30258	11	INTRON	INTRON	COQ8A	ENSG00000163050.18	ENST00000366777.4	protein_coding	protein_coding	protein_coding	protein_coding	0	42	2	4.64092	5.03795	5.43498	0.00828553	0.00334657	0.126859	0.0672949
chr6	75655216	75655299	2302158	0	-	0.590361	(0.59,1]	chr6	232271	4	EXON_SMALL	EXON_SMALL	RN7SKP163	ENSG00000200091.1	ENST00000363221.1	misc_RNA	misc_RNA	misc_RNA	misc_RNA	0	41	2	4.73659	5.0336099999999995	5.33063	0.00665976	0.00420941	0.111913	0.075862
chr9	133254484	133254584	3238988	0	-	0.59	(0.53,0.59]	chr9	319037	205	INTRON	INTRON	ABO	ENSG00000175164.16	ENST00000679909.1	protein_coding	protein_coding	protein_coding	protein_coding	12	397	2	4.81639	5.0323899999999995	5.24839	1.07144e-6	8.00571e-7	8.19229e-4	6.07724e-4
chr21	6997391	6997491	5542749	0	-	0.73	(0.59,1]	chr21	599916	4	SS5_PROX	SS5_PROX:INTRON	CH507-154B10.2	ENSG00000280018.4	ENST00000623165.3:ENST00000624519.1	lncRNA	lncRNA	lncRNA	lncRNA	0	46	2	4.30868	5.02945	5.75022	0.0169645	0.00163382	0.173863	0.0440941
chr1	1479108	1479208	1262	0	+	0.65	(0.59,1]	chr1	348	1	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	ATAD3B	ENSG00000160072.20	ENST00000308647.8:ENST00000472194.6:ENST00000378736.3	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	0	40	2	4.82631	5.022225000000001	5.21814	0.00540045	0.00536494	0.101033	0.0874276
chr7	1887921	1888021	2560159	0	-	0.53	(0.49,0.53]	chr7	257552	153	INTRON	INTRON	MAD1L1	ENSG00000002822.16	ENST00000399654.6:ENST00000265854.12	protein_coding	protein_coding	protein_coding	protein_coding	2	73	2	4.28102	5.0216899999999995	5.76236	4.938e-4	6.43011e-7	0.0210545	4.28751e-4
chr22	49643004	49643104	5682003	0	-	0.63	(0.59,1]	chr22	617478	2014	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	2	158	2	4.6666	5.01872	5.37084	3.33331e-4	1.31938e-4	0.0212681	0.010063
chr16	378446	378544	4758887	0	-	0.663265	(0.59,1]	chr16	487757	2	INTRON	INTRON	PGAP6	ENSG00000129925.11	ENST00000431232.7:ENST00000250930.7	protein_coding	protein_coding	protein_coding	protein_coding	0	39	2	4.89126	5.01465	5.13804	0.0105411	0.00251858	0.128925	0.0664396
chr22	19853559	19853655	5642443	0	-	0.604167	(0.59,1]	chr22	612102	7	INTRON	INTRON	GNB1L:RTL10	ENSG00000185838.14:ENSG00000215012.9	ENST00000403325.5:ENST00000405009.5:ENST00000407472.5:ENST00000405640.1:ENST00000328554.9:ENST00000416337.1	protein_coding	protein_coding	protein_coding	protein_coding	0	39	2	4.89126	5.01465	5.13804	0.0105411	0.00251858	0.128925	0.0664396
chr8	70402799	70402899	2927633	0	-	0.79	(0.59,1]	chr8	288436	1056	INTRON	INTRON	NCOA2	ENSG00000140396.13	ENST00000452400.7	protein_coding	protein_coding	protein_coding	protein_coding	0	39	2	4.89126	5.01465	5.13804	0.0105411	0.00251858	0.128925	0.0664396
chr12	104670472	104670571	3862969	0	+	0.464646	(0.453,0.49]	chr12	391702	681	INTRON	INTRON	CHST11	ENSG00000171310.11	ENST00000303694.6:ENST00000549260.5:ENST00000549016.1	protein_coding	protein_coding	protein_coding	protein_coding	2	66	2	4.45986	5.01463	5.5694	2.49657e-4	1.50505e-6	0.0142301	7.66958e-4
chr12	121747725	121747825	3883819	0	+	0.7	(0.59,1]	chr12	394622	36	INTRON	INTRON	TMEM120B	ENSG00000188735.13	ENST00000449592.7	protein_coding	protein_coding	protein_coding	protein_coding	0	39	2	4.96283	5.01451	5.06619	0.00912742	0.00301664	0.119017	0.073789
chr22	49902276	49902373	5682711	0	-	0.515464	(0.49,0.53]	chr22	617551	22	UTR3	UTR3:EXON_MRNA	ALG12	ENSG00000182858.14	ENST00000330817.11	protein_coding	protein_coding	protein_coding	protein_coding	4	114	2	4.62234	5.014340000000001	5.40634	3.71753e-5	5.68459e-7	0.00526731	4.04301e-4
chr1	30894889	30894989	316464	0	-	0.54	(0.53,0.59]	chr1	39907	158	INTRON	INTRON	SDC3	ENSG00000162512.16	ENST00000339394.7	protein_coding	protein_coding	protein_coding	protein_coding	2	86	2	4.57871	5.01415	5.44959	2.50805e-4	4.00306e-6	0.0142301	0.00144355
chr13	113859293	113859393	4189749	0	-	0.37	(0.357,0.387]	chr13	427157	109	INTRON	INTRON	GAS6	ENSG00000183087.15	ENST00000327773.7	protein_coding	protein_coding	protein_coding	protein_coding	10	194	2	4.58488	5.013375	5.44187	4.48827e-6	3.3376e-8	0.0018789	8.2379e-5
chr3	195112779	195112879	1425178	0	-	0.61	(0.59,1]	chr3	151139	423	INTRON	INTRON	XXYLT1	ENSG00000173950.16	ENST00000310380.11	protein_coding	protein_coding	protein_coding	protein_coding	0	42	2	4.53844	5.01145	5.48446	0.0104077	0.00299741	0.141165	0.0635704
chr20	58892409	58892509	5439819	0	+	0.68	(0.59,1]	chr20	586894	2	SS5_PROX	SS5_PROX:INTRON	GNAS	ENSG00000087460.29	ENST00000488546.6:ENST00000478585.6:ENST00000371095.7:ENST00000265620.11:ENST00000354359.12:ENST00000371085.8:ENST00000371081.5:ENST00000476935.6	protein_coding	protein_coding	protein_coding	protein_coding	0	45	2	4.30868	5.008935	5.70919	0.0169645	0.00179715	0.173863	0.0467881
chr2	235765078	235765178	812326	0	+	0.69	(0.59,1]	chr2	90239	142	INTRON	INTRON	AGAP1	ENSG00000157985.19	ENST00000304032.13:ENST00000336665.9:ENST00000635100.1:ENST00000619456.4	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	2	146	2	4.86757	5.00741	5.14725	4.86672e-4	7.7174e-5	0.0208502	0.00868583
chr16	398003	398091	4627480	0	+	0.613636	(0.59,1]	chr16	472339	4	UTR5	UTR5:EXON_MRNA:SS3_PROX:INTRON	NME4	ENSG00000103202.13	ENST00000620944.4:ENST00000219479.7:ENST00000460297.1:ENST00000433358.5:ENST00000450036.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	40	2	4.73659	5.006035	5.27548	0.00665976	0.00474391	0.111913	0.0810956
chr22	19962915	19962990	5576388	0	+	0.666667	(0.59,1]	chr22	603940	1	SS5_PROX	SS5_PROX:INTRON	COMT	ENSG00000093010.15	ENST00000676678.1:ENST00000403184.5:ENST00000403710.5:ENST00000678868.1:ENST00000428707.2:ENST00000412786.5:ENST00000207636.9:ENST00000406520.7:ENST00000678255.1:ENST00000449653.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	0	40	2	4.73659	5.006035	5.27548	0.00665976	0.00474391	0.111913	0.0810956
chr22	20139936	20140029	5577528	0	+	0.645161	(0.59,1]	chr22	604163	1	EXON_MRNA	EXON_MRNA:SS5_PROX:INTRON	ZDHHC8	ENSG00000099904.16	ENST00000320602.11:ENST00000469212.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	40	2	4.73659	5.006035	5.27548	0.00665976	0.00474391	0.111913	0.0810956
chr22	49618505	49618605	5681758	0	-	0.6	(0.59,1]	chr22	617478	1769	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	0	40	2	4.73659	5.006035	5.27548	0.00665976	0.00474391	0.111913	0.0810956
chr21	45529487	45529584	5569955	0	-	0.56701	(0.53,0.59]	chr21	602886	32	INTRON	INTRON	SLC19A1	ENSG00000173638.19	ENST00000311124.9:ENST00000380010.8:ENST00000485649.3	protein_coding	protein_coding	protein_coding	protein_coding	2	91	2	4.73061	5.004005	5.2774	7.54654e-5	2.29702e-5	0.00868583	0.0040488
chr21	45443053	45443153	5537089	0	+	0.74	(0.59,1]	chr21	598819	372	INTRON	INTRON	COL18A1	ENSG00000182871.16	ENST00000651438.1	protein_coding	protein_coding	protein_coding	protein_coding	0	47	2	4.17844	5.003690000000001	5.82894	0.022062	0.00135877	0.195366	0.0387429
chr10	131952086	131952186	3360068	0	+	0.62	(0.59,1]	chr10	332628	39	INTRON	INTRON	PPP2R2D	ENSG00000175470.20	ENST00000482010.6:ENST00000490777.3	protein_coding	retained_intron	protein_coding	retained_intron:nonsense_mediated_decay	0	39	2	4.91078	5.00345	5.09612	0.0069395	0.00441506	0.101769	0.0912959
chr9	133255883	133255983	3239002	0	-	0.66	(0.59,1]	chr9	319037	219	INTRON	INTRON	ABO	ENSG00000175164.16	ENST00000679909.1	protein_coding	protein_coding	protein_coding	protein_coding	2	174	2	4.31284	5.00192	5.691	9.26528e-4	5.60943e-5	0.0383743	0.00633809
chr16	85580245	85580345	4748257	0	+	0.58	(0.53,0.59]	chr16	486030	235	INTRON	INTRON	GSE1	ENSG00000131149.19	ENST00000637419.1:ENST00000635906.1	protein_coding	protein_coding	protein_coding	protein_coding	2	85	2	4.85094	5.001894999999999	5.15285	1.01308e-4	1.39402e-5	0.00865912	0.00304416
chr9	137569233	137569332	3245819	0	-	0.59596	(0.59,1]	chr9	320372	37	INTRON	INTRON	DPH7	ENSG00000148399.13	ENST00000277540.7:ENST00000479650.5:ENST00000475100.5:ENST00000472113.5:ENST00000477690.1	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	41	2	4.53844	4.98671	5.43498	0.0104077	0.00334657	0.141165	0.0672949
chr13	113854419	113854518	4189700	0	-	0.59596	(0.59,1]	chr13	427157	60	INTRON	INTRON	GAS6	ENSG00000183087.15	ENST00000327773.7	protein_coding	protein_coding	protein_coding	protein_coding	0	40	2	4.64092	4.985775	5.33063	0.00828553	0.00420941	0.126859	0.075862
chr21	45442753	45442853	5537086	0	+	0.75	(0.59,1]	chr21	598819	369	INTRON	INTRON	COL18A1	ENSG00000182871.16	ENST00000651438.1	protein_coding	protein_coding	protein_coding	protein_coding	0	42	2	4.42813	4.98021	5.53229	0.0132114	0.00269222	0.156496	0.0586509
chr4	1223419	1223512	1572548	0	-	0.655914	(0.59,1]	chr4	165042	1	CDS	CDS:EXON_MRNA:INTRON	CTBP1	ENSG00000159692.16	ENST00000382952.8:ENST00000290921.10:ENST00000505826.5:ENST00000504784.1:ENST00000514210.5	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	42	2	4.42813	4.98021	5.53229	0.0132114	0.00269222	0.156496	0.0586509
chr7	1442984	1443081	2558805	0	-	0.680412	(0.59,1]	chr7	257261	1	INTRON	INTRON	MICALL2	ENSG00000164877.19	ENST00000472100.5:ENST00000297508.8:ENST00000413446.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	38	2	4.96283	4.976705	4.99058	0.00912742	0.00363675	0.119017	0.0824679
chr16	85572151	85572251	4748176	0	+	0.48	(0.453,0.49]	chr16	486030	154	INTRON	INTRON	GSE1	ENSG00000131149.19	ENST00000637419.1:ENST00000635906.1	protein_coding	protein_coding	protein_coding	protein_coding	12	291	2	3.92884	4.97299	6.01714	6.33172e-5	1.14853e-9	0.00657055	1.25404e-5
chrM	1558	1656	5926845	0	+	0.418367	(0.387,0.42]	chrM	641103	11	EXON_SMALL	EXON_SMALL	MT-RNR1:MT-TV	ENSG00000211459.2:ENSG00000210077.1	ENST00000389680.2:ENST00000387342.1	Mt_rRNA	Mt_rRNA	Mt_rRNA:Mt_tRNA	Mt_rRNA:Mt_tRNA	42	852	2	4.82328	4.972825	5.12237	7.2926e-8	7.18274e-8	2.90494e-4	1.04717e-4
chr20	381330	381415	5383898	0	+	0.729412	(0.59,1]	chr20	580016	2	UTR5	UTR5:EXON_MRNA:SS5_PROX:INTRON	TRIB3	ENSG00000101255.12	ENST00000217233.9:ENST00000449710.5:ENST00000422053.3	protein_coding	protein_coding	protein_coding	protein_coding	0	38	2	4.91078	4.9709	5.03102	0.00794095	0.00441506	0.1101	0.0912959
chr21	45431859	45431959	5536977	0	+	0.64	(0.59,1]	chr21	598819	260	INTRON	INTRON	COL18A1	ENSG00000182871.16	ENST00000651438.1	protein_coding	protein_coding	protein_coding	protein_coding	0	45	2	4.17844	4.96433	5.75022	0.022062	0.00163382	0.195366	0.0440941
chr1	228140543	228140623	250892	0	+	0.7375	(0.59,1]	chr1	30399	2	SS5_PROX	SS5_PROX:INTRON	GUK1	ENSG00000143774.17	ENST00000391865.7:ENST00000312726.9:ENST00000469973.1:ENST00000366728.6:ENST00000492871.5	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	40	2	4.53844	4.961095	5.38375	0.0104077	0.00374744	0.141165	0.071977
chr22	49610005	49610105	5681673	0	-	0.41	(0.387,0.42]	chr22	617478	1684	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	16	314	2	4.69383	4.96061	5.22739	1.49526e-6	3.78393e-8	0.00106399	8.37477e-5
chr13	113863374	113863474	4189790	0	-	0.82	(0.59,1]	chr13	427158	4	SS5_PROX	SS5_PROX:INTRON	GAS6	ENSG00000183087.15	ENST00000327773.7	protein_coding	protein_coding	protein_coding	protein_coding	0	39	2	4.64092	4.9582	5.27548	0.00828553	0.00474391	0.126859	0.0810956
chr16	397741	397828	4627477	0	+	0.701149	(0.59,1]	chr16	472339	1	UTR5	UTR5:EXON_MRNA:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	NME4	ENSG00000103202.13	ENST00000620944.4:ENST00000219479.7:ENST00000460297.1:ENST00000433358.5:ENST00000450036.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	2	142	2	4.94095	4.95733	4.97371	4.0371e-4	1.32047e-4	0.0187082	0.0123096
chr2	235764978	235765078	812325	0	+	0.68	(0.59,1]	chr2	90239	141	INTRON	INTRON	AGAP1	ENSG00000157985.19	ENST00000304032.13:ENST00000336665.9:ENST00000635100.1:ENST00000619456.4	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	2	142	2	4.95047	4.9546	4.95873	3.85767e-4	1.4179e-4	0.0182861	0.0127159
chr22	49902373	49902471	5682712	0	-	0.530612	(0.53,0.59]	chr22	617551	23	UTR3	UTR3:EXON_MRNA	ALG12	ENSG00000182858.14	ENST00000330817.11	protein_coding	protein_coding	protein_coding	protein_coding	4	136	2	4.62148	4.9536750000000005	5.28587	5.76823e-5	1.51023e-6	0.00633809	7.66958e-4
chr10	131952785	131952885	3360075	0	+	0.57	(0.53,0.59]	chr10	332628	46	INTRON	INTRON	PPP2R2D	ENSG00000175470.20	ENST00000482010.6:ENST00000490777.3	protein_coding	retained_intron	protein_coding	retained_intron:nonsense_mediated_decay	2	82	2	4.78755	4.95166	5.11577	1.25502e-4	1.6238e-5	0.00983398	0.00341776
chr22	49640504	49640604	5681978	0	-	0.7	(0.59,1]	chr22	617478	1989	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	2	145	2	4.77639	4.95089	5.12539	2.51027e-4	2.40303e-4	0.0178336	0.0142301
chr22	35340277	35340376	5603961	0	+	0.565657	(0.53,0.59]	chr22	607249	11	INTRON	INTRON	TOM1	ENSG00000100284.22	ENST00000411850.5:ENST00000449058.7	protein_coding	protein_coding	protein_coding	protein_coding	4	147	2	4.65311	4.949315	5.24552	2.25844e-5	6.05403e-6	0.00419443	0.0022427
chr2	27026928	27027025	558360	0	+	0.649485	(0.59,1]	chr2	67911	7	UTR3	UTR3:EXON_MRNA	MAPRE3	ENSG00000084764.12	ENST00000233121.7	protein_coding	protein_coding	protein_coding	protein_coding	0	38	2	4.73659	4.947505	5.15842	0.00665976	0.00608969	0.111913	0.0938653
chr21	45431559	45431659	5536974	0	+	0.69	(0.59,1]	chr21	598819	257	INTRON	INTRON	COL18A1	ENSG00000182871.16	ENST00000651438.1	protein_coding	protein_coding	protein_coding	protein_coding	0	38	2	4.73659	4.947505	5.15842	0.00665976	0.00608969	0.111913	0.0938653
chr7	150949237	150949325	2735662	0	-	0.636364	(0.59,1]	chr7	271395	2	SS3_PROX	SS3_PROX:INTRON	KCNH2	ENSG00000055118.17	ENST00000262186.10:ENST00000330883.9	protein_coding	protein_coding	protein_coding	protein_coding	0	38	2	4.73659	4.947505	5.15842	0.00665976	0.00608969	0.111913	0.0938653
chr16	88916856	88916956	4844265	0	-	0.54	(0.53,0.59]	chr16	501029	148	INTRON	INTRON	CBFA2T3	ENSG00000129993.15	ENST00000563640.1	protein_coding	protein_coding	protein_coding	protein_coding	0	29	2	4.66371	4.94481	5.22591	0.00242657	0.00102012	0.064998	0.0324525
chr17	77469252	77469352	4961828	0	+	0.59	(0.53,0.59]	chr17	515934	145	INTRON	INTRON	SEPTIN9	ENSG00000184640.20	ENST00000329047.13:ENST00000590294.6:ENST00000588690.6:ENST00000541152.6:ENST00000592481.6:ENST00000592951.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	29	2	4.66371	4.94481	5.22591	0.00242657	0.00102012	0.064998	0.0324525
chr22	49484910	49485010	5680422	0	-	0.55	(0.53,0.59]	chr22	617478	433	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	0	29	2	4.66371	4.94481	5.22591	0.00242657	0.00102012	0.064998	0.0324525
chr22	49615005	49615105	5681723	0	-	0.62	(0.59,1]	chr22	617478	1734	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	0	44	2	4.17844	4.943815000000001	5.70919	0.022062	0.00179715	0.195366	0.0467881
chr13	113858497	113858597	4189741	0	-	0.44	(0.42,0.453]	chr13	427157	101	INTRON	INTRON	GAS6	ENSG00000183087.15	ENST00000327773.7	protein_coding	protein_coding	protein_coding	protein_coding	6	141	2	4.55096	4.943255	5.33555	1.9386e-5	2.4908e-7	0.0036489	2.36488e-4
chr16	85571951	85572051	4748174	0	+	0.48	(0.453,0.49]	chr16	486030	152	INTRON	INTRON	GSE1	ENSG00000131149.19	ENST00000637419.1:ENST00000635906.1	protein_coding	protein_coding	protein_coding	protein_coding	26	532	2	4.45337	4.94225	5.43113	2.77785e-6	6.04391e-9	0.00151075	2.93294e-5
chr16	398091	398179	4627481	0	+	0.613636	(0.59,1]	chr16	472339	5	UTR5	UTR5:EXON_MRNA:SS3_ADJ:SS3_PROX:INTRON	NME4	ENSG00000103202.13	ENST00000620944.4:ENST00000219479.7:ENST00000460297.1:ENST00000433358.5:ENST00000450036.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	0	37	2	4.81596	4.941075	5.06619	0.0122358	0.00301664	0.139251	0.073789
chr19	2337935	2337950	5214764	0	+	0.6	(0.59,1]	chr19	548459	1	SS3_PROX	SS3_PROX:SS5_PROX:INTRON	SPPL2B	ENSG00000005206.17	ENST00000585725.2:ENST00000613503.5:ENST00000610743.4:ENST00000618220.4	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	37	2	4.81596	4.941075	5.06619	0.0122358	0.00301664	0.139251	0.073789
chr19	49461518	49461618	5287552	0	+	0.69	(0.59,1]	chr19	561676	1	SS3_ADJ	SS3_ADJ:SS3_PROX:INTRON	ALDH16A1	ENSG00000161618.10	ENST00000293350.9:ENST00000455361.6	protein_coding	protein_coding	protein_coding	protein_coding	8	453	2	4.43851	4.93888	5.43925	2.19973e-4	2.51398e-6	0.0132628	0.00104568
chr11	596422	596522	3503644	0	+	0.65	(0.59,1]	chr11	346788	1	SS3_PROX	SS3_PROX:INTRON	PHRF1	ENSG00000070047.13	ENST00000264555.10:ENST00000416188.3:ENST00000533464.5	protein_coding	protein_coding	protein_coding	protein_coding	0	37	2	4.91078	4.936805	4.96283	0.00912742	0.00441506	0.119017	0.0912959
chr16	85384238	85384338	4746295	0	+	0.66	(0.59,1]	chr16	486025	249	INTRON	INTRON	GSE1	ENSG00000131149.19	ENST00000637419.1	protein_coding	protein_coding	protein_coding	protein_coding	0	37	2	4.91078	4.936805	4.96283	0.00912742	0.00441506	0.119017	0.0912959
chr17	66799374	66799473	4950702	0	+	0.606061	(0.59,1]	chr17	514306	100	INTRON	INTRON	PRKCA	ENSG00000154229.12	ENST00000413366.8	protein_coding	protein_coding	protein_coding	protein_coding	0	37	2	4.91078	4.936805	4.96283	0.00912742	0.00441506	0.119017	0.0912959
chr4	10093277	10093376	1579848	0	-	0.636364	(0.59,1]	chr4	165945	42	INTRON	INTRON	WDR1	ENSG00000071127.17	ENST00000499869.7:ENST00000382452.6:ENST00000502702.5:ENST00000510848.5:ENST00000508079.1	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	37	2	4.91078	4.936805	4.96283	0.00912742	0.00441506	0.119017	0.0912959
chr22	35345424	35345524	5604013	0	+	0.61	(0.59,1]	chr22	607250	3	SS3_PROX	SS3_PROX:INTRON	TOM1	ENSG00000100284.22	ENST00000411850.5:ENST00000449058.7	protein_coding	protein_coding	protein_coding	protein_coding	0	39	2	4.53844	4.934535	5.33063	0.0104077	0.00420941	0.141165	0.075862
chr13	113858895	113858995	4189745	0	-	0.41	(0.387,0.42]	chr13	427157	105	INTRON	INTRON	GAS6	ENSG00000183087.15	ENST00000327773.7	protein_coding	protein_coding	protein_coding	protein_coding	10	199	2	4.52192	4.92756	5.3332	6.84097e-6	6.26057e-8	0.00229104	9.94281e-5
chr4	1224959	1225059	1572564	0	-	0.5	(0.49,0.53]	chr4	165046	2	SS5_PROX	SS5_PROX:INTRON	CTBP1	ENSG00000159692.16	ENST00000382952.8:ENST00000290921.10:ENST00000505826.5:ENST00000504784.1:ENST00000514210.5	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	8	196	2	4.9125	4.92656	4.94062	2.87814e-6	9.12876e-7	0.00151075	5.46156e-4
chr21	9813436	9813536	5543897	0	-	0.58	(0.53,0.59]	chr21	600010	2	SS5_PROX	SS5_PROX:INTRON	LINC01667	ENSG00000280081.4	ENST00000651542.1:ENST00000623919.1:ENST00000651050.1	transcribed_processed_pseudogene	processed_transcript	transcribed_processed_pseudogene	processed_transcript	2	82	2	4.33444	4.921215	5.50799	5.48389e-4	3.11497e-6	0.0226033	0.00122013
chr22	47005101	47005201	5629681	0	+	0.4	(0.387,0.42]	chr22	610660	70	INTRON	INTRON	TBC1D22A	ENSG00000054611.14	ENST00000407381.7:ENST00000394449.6	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	2	58	2	4.86537	4.92033	4.97529	5.12404e-5	2.30125e-5	0.00606343	0.00422294
chr22	49646904	49647004	5682042	0	-	0.6	(0.59,1]	chr22	617478	2053	INTRON	INTRON	C22orf34	ENSG00000188511.12	ENST00000414287.5	lncRNA	lncRNA	lncRNA	lncRNA	2	157	2	4.34883	4.917235	5.48564	8.36989e-4	9.72829e-5	0.0367942	0.00837338
chr13	113850539	113850639	4189661	0	-	0.48	(0.453,0.49]	chr13	427157	21	INTRON	INTRON	GAS6	ENSG00000183087.15	ENST00000327773.7	protein_coding	protein_coding	protein_coding	protein_coding	2	84	2	4.04527	4.91673	5.78819	8.99749e-4	1.47582e-6	0.0377665	0.00106399
chr5	87286852	87286952	1812262	0	+	0.24	[0,0.29]	chr5	184564	174	INTRON	INTRON	RASA1	ENSG00000145715.15	ENST00000274376.11:ENST00000456692.6	protein_coding	protein_coding	protein_coding	protein_coding	2	40	2	4.33521	4.91558	5.49595	3.05419e-4	3.01099e-6	0.0160245	0.00119008
chr7	102161394	102161494	2485157	0	+	0.52	(0.49,0.53]	chr7	250627	24	INTRON	INTRON	CUX1	ENSG00000257923.12	ENST00000622516.6	protein_coding	protein_coding	protein_coding	protein_coding	2	65	2	4.53063	4.91494	5.29925	2.1107e-4	5.54761e-6	0.0129268	0.0017541
chr12	123511887	123511987	4036742	0	-	0.5	(0.49,0.53]	chr12	413546	120	INTRON	INTRON	RILPL1	ENSG00000188026.13	ENST00000636882.1	protein_coding	protein_coding	protein_coding	protein_coding	2	66	2	4.8574	4.9139099999999996	4.97042	6.56261e-5	2.3583e-5	0.00675307	0.00429157
chr22	49902471	49902568	5682713	0	-	0.505155	(0.49,0.53]	chr22	617551	24	UTR3	UTR3:EXON_MRNA	ALG12	ENSG00000182858.14	ENST00000330817.11	protein_coding	protein_coding	protein_coding	protein_coding	6	147	2	4.48693	4.907135	5.32734	2.73701e-5	2.83231e-7	0.00462517	2.57707e-4
chr21	45479601	45479701	5537464	0	+	0.59	(0.53,0.59]	chr21	598858	3	SS3_PROX	SS3_PROX:INTRON	COL18A1	ENSG00000182871.16	ENST00000651438.1	protein_coding	protein_coding	protein_coding	protein_coding	0	28	2	4.66371	4.90688	5.15005	0.00242657	0.00126935	0.064998	0.0375897
chr22	20991127	20991227	5579552	0	+	0.57	(0.53,0.59]	chr22	604439	1	SS3_PROX	SS3_PROX:INTRON	LZTR1	ENSG00000099949.21	ENST00000414985.5:ENST00000646124.2:ENST00000646506.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	0	28	2	4.66371	4.90688	5.15005	0.00242657	0.00126935	0.064998	0.0375897
chr22	21515440	21515539	5646889	0	-	0.585859	(0.53,0.59]	chr22	612883	13	INTRON	INTRON	PI4KAP2	ENSG00000183506.17	ENST00000450651.5:ENST00000479693.1	transcribed_unitary_pseudogene	retained_intron	transcribed_unitary_pseudogene	retained_intron:processed_transcript	0	28	2	4.66371	4.90688	5.15005	0.00242657	0.00126935	0.064998	0.0375897
chrX	3862055	3862149	5794090	0	-	0.542553	(0.53,0.59]	chrX	629686	7	INTRON	INTRON	RP11-706O15.1	ENSG00000285756.2	ENST00000650456.1:ENST00000661656.1:ENST00000650538.1	lncRNA	lncRNA	lncRNA	lncRNA	0	28	2	4.66371	4.90688	5.15005	0.00242657	0.00126935	0.064998	0.0375897
chr13	113860785	113860885	4189764	0	-	0.63	(0.59,1]	chr13	427157	124	INTRON	INTRON	GAS6	ENSG00000183087.15	ENST00000327773.7	protein_coding	protein_coding	protein_coding	protein_coding	0	39	2	4.42813	4.90594	5.38375	0.0132114	0.00374744	0.156496	0.071977
chr4	2259189	2259286	1574110	0	-	0.670103	(0.59,1]	chr4	165355	8	INTRON	INTRON	MXD4	ENSG00000123933.17	ENST00000337190.7:ENST00000515378.5	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	0	39	2	4.42813	4.90594	5.38375	0.0132114	0.00374744	0.156496	0.071977
