chr	start	end	name	score	strand	gc	gc_bin	chrom	feature_id	feature_bin	feature_type_top	feature_types	gene_name	gene_id	transcript_ids	gene_type_top	transcript_type_top	gene_types	transcript_types	input_sum	clip_sum	enrichment_n	enrichment_l2or_min	enrichment_l2or_mean	enrichment_l2or_max	p_max	p_min	q_max	q_min
chr6	32185508	32185605	2266249	0	-	0.195876	[0,0.29]	chr6	228271	9	UTR3	UTR3:EXON_MRNA	PBX2	ENSG00000204304.12	ENST00000375050.6	protein_coding	protein_coding	protein_coding	protein_coding	14	58	2	3.41764	3.7265699999999997	4.0355	1.296e-4	9.19337e-6	0.0190636	0.00147396
chr12	74541077	74541176	3843956	0	+	0.444444	(0.42,0.45]	chr12	389556	28	UTR3	UTR3:EXON_MRNA	ATXN7L3B	ENSG00000253719.4	ENST00000519948.4	protein_coding	protein_coding	protein_coding	protein_coding	10	50	2	3.21855	3.721615	4.22468	5.44328e-4	5.73897e-6	0.0369428	0.00109578
chr6	75243716	75243773	2301824	0	-	0.54386	(0.53,0.586]	chr6	232230	1	CDS_START	CDS_START:CDS:UTR5:EXON_MRNA	COX7A2	ENSG00000112695.12	ENST00000684430.1:ENST00000370089.6:ENST00000509698.6:ENST00000459637.2:ENST00000460985.1:ENST00000472311.6:ENST00000377978.3:ENST00000481061.2	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	10	67	2	3.04953	3.7213149999999997	4.3931	9.25983e-4	1.21603e-6	0.0496262	4.31423e-4
chr14	23097981	23098081	4193013	0	+	0.51	(0.49,0.53]	chr14	427697	1	CDS_STOP	CDS_STOP:CDS:EXON_MRNA	C14orf119	ENSG00000179933.6	ENST00000319074.6:ENST00000554203.1	protein_coding	protein_coding	protein_coding	protein_coding	4	26	2	3.55224	3.7209	3.88956	0.00129498	2.22137e-4	0.025786	0.0252792
chr2	31868165	31868262	853663	0	-	0.28866000000000003	[0,0.29]	chr2	95017	33	UTR3	UTR3:EXON_MRNA	MEMO1	ENSG00000162959.14	ENST00000295065.9:ENST00000404530.6:ENST00000426310.6	protein_coding	protein_coding	protein_coding	protein_coding	8	36	2	3.1882	3.716305	4.24441	0.00120849	1.4108e-5	0.0552392	0.00189487
chr5	138555540	138555639	2019802	0	-	0.515152	(0.49,0.53]	chr5	204021	19	UTR3	UTR3:EXON_MRNA:EXON_LNCRNA	HSPA9	ENSG00000113013.16	ENST00000678384.1:ENST00000677066.1:ENST00000649692.2:ENST00000678551.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	16	83	2	3.27964	3.71554	4.15144	1.44035e-4	1.79603e-6	0.0196213	5.53109e-4
chr17	4944916	4945016	4852574	0	+	0.56	(0.53,0.586]	chr17	502210	1	CDS_STOP	CDS_STOP:CDS:EXON_MRNA	RNF167	ENSG00000108523.16	ENST00000262482.11	protein_coding	protein_coding	protein_coding	protein_coding	6	41	2	3.28881	3.71495	4.14109	9.9327e-4	2.31829e-5	0.0511105	0.00252547
chr1	99707517	99707615	402427	0	-	0.316327	(0.29,0.33]	chr1	49033	37	UTR3	UTR3:EXON_MRNA	FRRS1	ENSG00000156869.14	ENST00000646001.2	protein_coding	protein_coding	protein_coding	protein_coding	8	36	2	3.24282	3.71303	4.18324	9.21025e-4	1.99126e-5	0.0496176	0.00234431
chr14	102050070	102050134	4290860	0	+	0.484375	(0.45,0.49]	chr14	436168	1	CDS	CDS:UTR3:EXON_MRNA	DYNC1H1	ENSG00000197102.14	ENST00000680715.1:ENST00000681283.1:ENST00000645149.2:ENST00000680423.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	12	61	2	3.10451	3.7093549999999995	4.3142	6.08336e-4	1.79569e-6	0.0393979	5.53109e-4
chr19	2328386	2328477	5308638	0	-	0.494505	(0.49,0.53]	chr19	566109	1	CDS	CDS:UTR5:EXON_MRNA	LSM7	ENSG00000130332.15	ENST00000587502.2:ENST00000585409.2:ENST00000252622.15:ENST00000585395.6:ENST00000591745.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	24	129	2	2.93089	3.7068149999999997	4.48274	3.70182e-4	7.79596e-8	0.0306378	7.94848e-5
chr17	75846356	75846450	5095674	0	-	0.617021	(0.586,1]	chr17	534931	8	UTR3	UTR3:EXON_MRNA	WBP2	ENSG00000132471.12	ENST00000254806.8:ENST00000588373.5	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	4	43	2	3.57167	3.705505	3.83934	6.40582e-4	2.10711e-4	0.0408172	0.00926976
chr1	162599552	162599647	181219	0	+	0.368421	(0.36,0.39]	chr1	23269	3	UTR3	UTR3:EXON_MRNA	UAP1	ENSG00000117143.13	ENST00000367926.8:ENST00000367925.5:ENST00000367924.1:ENST00000486089.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	38	156	2	3.28384	3.702815	4.12179	3.73986e-5	4.77525e-7	0.0106389	2.38797e-4
chr19	42248065	42248165	5359975	0	-	0.46	(0.45,0.49]	chr19	575215	6	UTR3	UTR3:EXON_MRNA	ERF	ENSG00000105722.10	ENST00000222329.9:ENST00000440177.6	protein_coding	protein_coding	protein_coding	protein_coding	8	42	2	3.16133	3.6997349999999996	4.23814	0.00108617	9.50764e-6	0.0523291	0.00150823
chr1	226361170	226361266	505137	0	-	0.416667	(0.39,0.42]	chr1	63147	6	UTR3	UTR3:EXON_MRNA	PARP1	ENSG00000143799.14	ENST00000366794.10	protein_coding	protein_coding	protein_coding	protein_coding	38	171	2	2.95322	3.699345	4.44547	1.95423e-4	5.02132e-8	0.0239125	6.24077e-5
chr7	99460085	99460154	2658502	0	-	0.536232	(0.53,0.586]	chr7	265653	1	CDS	CDS:EXON_MRNA:INTRON	ATP5MF-PTCD1:ATP5MF	ENSG00000248919.7:ENSG00000241468.8	ENST00000413834.5:ENST00000449683.5:ENST00000292475.8:ENST00000359832.8:ENST00000488775.5:ENST00000394186.3:ENST00000481899.1:ENST00000523680.1:ENST00000485011.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	14	84	2	3.34338	3.69732	4.05126	1.24666e-4	3.43512e-6	0.0185351	8.07438e-4
chr17	56938391	56938488	5065231	0	-	0.453608	(0.45,0.49]	chr17	531047	3	UTR3	UTR3:EXON_MRNA	COIL	ENSG00000121058.5	ENST00000240316.5	protein_coding	protein_coding	protein_coding	protein_coding	6	32	2	3.50466	3.694575	3.88449	4.81409e-4	1.34776e-4	0.034822	0.00715255
chr17	47222379	47222457	4915607	0	+	0.5	(0.49,0.53]	chr17	510709	1	CDS	CDS:EXON_MRNA	MYL4	ENSG00000198336.9	ENST00000572316.5:ENST00000354968.5:ENST00000576874.5:ENST00000393450.5:ENST00000570671.1	protein_coding	protein_coding	protein_coding	protein_coding	10	61	2	2.7234	3.69452	4.66564	0.00369383	3.08779e-7	0.0927785	1.832e-4
chr20	41175348	41175441	5425426	0	+	0.451613	(0.45,0.49]	chr20	584802	10	UTR3	UTR3:EXON_MRNA	PLCG1	ENSG00000124181.14	ENST00000244007.7	protein_coding	protein_coding	protein_coding	protein_coding	12	59	2	3.22854	3.693785	4.15903	3.49882e-4	4.49776e-6	0.0298631	9.35311e-4
chr1	21823120	21823217	303365	0	-	0.649485	(0.586,1]	chr1	37904	10	UTR3	UTR3:EXON_MRNA	HSPG2	ENSG00000142798.20	ENST00000374695.8	protein_coding	protein_coding	protein_coding	protein_coding	14	130	2	3.31956	3.6931950000000002	4.06683	1.23792e-4	3.02924e-6	0.0185345	7.50272e-4
chr19	48961183	48961270	5286046	0	+	0.471264	(0.45,0.49]	chr19	561212	2	UTR3	UTR3:EXON_MRNA:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	BAX	ENSG00000087088.20	ENST00000502487.5:ENST00000345358.12:ENST00000513545.5:ENST00000293288.12:ENST00000354470.7	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	6	32	2	3.59067	3.69169	3.79271	3.30219e-4	2.07699e-4	0.0293541	0.00922968
chr2	202206959	202207057	1011159	0	-	0.387755	(0.36,0.39]	chr2	111216	9	UTR3	UTR3:EXON_MRNA:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	SUMO1	ENSG00000116030.17	ENST00000392246.7:ENST00000392245.5:ENST00000392244.7	protein_coding	protein_coding	protein_coding	protein_coding	6	29	2	3.32071	3.69029	4.05987	0.00115696	7.56135e-5	0.054038	0.0050999
chr17	64500174	64500250	5080553	0	-	0.394737	(0.39,0.42]	chr17	533219	3	CDS	CDS:UTR3:EXON_MRNA	DDX5	ENSG00000108654.16	ENST00000678757.1:ENST00000540698.6:ENST00000581230.5:ENST00000581693.5:ENST00000582326.2:ENST00000578491.2:ENST00000578804.5:ENST00000578758.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	6	30	2	3.37665	3.6888250000000005	4.001	8.77142e-4	9.17047e-5	0.0476552	0.00571196
chr8	73291197	73291252	2928372	0	-	0.4	(0.39,0.42]	chr8	288549	2	CDS	CDS:EXON_MRNA	RPL7	ENSG00000147604.14	ENST00000352983.7:ENST00000396467.5:ENST00000396466.5:ENST00000396465.5:ENST00000466821.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	38	175	2	2.81897	3.68648	4.55399	3.72347e-4	2.37963e-8	0.0306378	4.47591e-5
chr17	28749868	28749968	4881356	0	+	0.53	(0.49,0.53]	chr17	505902	1	CDS_STOP	CDS_STOP:CDS:UTR3:EXON_MRNA	TRAF4	ENSG00000076604.15	ENST00000262395.10:ENST00000444415.7	protein_coding	protein_coding	protein_coding	protein_coding	6	35	2	3.14299	3.6840200000000003	4.22505	0.00197059	2.05018e-5	0.0690912	0.00235815
chr3	129170257	129170354	1369553	0	-	0.391753	(0.39,0.42]	chr3	145595	26	UTR3	UTR3:EXON_MRNA	CNBP	ENSG00000169714.17	ENST00000422453.7:ENST00000502976.5:ENST00000451728.6:ENST00000446936.6:ENST00000504813.5:ENST00000502372.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	32	148	2	2.81216	3.6819100000000002	4.55166	4.75267e-4	3.47002e-8	0.034822	5.50803e-5
chr5	139683297	139683394	1869831	0	+	0.340206	(0.33,0.36]	chr5	189903	5	UTR3	UTR3:EXON_MRNA	CXXC5	ENSG00000171604.12	ENST00000302517.8:ENST00000511048.1	protein_coding	protein_coding	protein_coding	protein_coding	10	44	2	3.11308	3.67983	4.24658	9.67459e-4	6.89441e-6	0.0511105	0.00123975
chr12	56160242	56160331	3824247	0	+	0.47191	(0.45,0.49]	chr12	386785	1	CDS_STOP	CDS_STOP:CDS:EXON_MRNA:EXON_LNCRNA:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	MYL6	ENSG00000092841.19	ENST00000548580.5:ENST00000550184.5:ENST00000348108.8:ENST00000552297.5:ENST00000547703.5:ENST00000550697.6:ENST00000547649.5:ENST00000548725.5:ENST00000551589.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	24	117	2	2.92684	3.6791150000000004	4.43139	3.9833e-4	1.27131e-7	0.0317448	1.07667e-4
chr19	1106539	1106572	5211869	0	+	0.484848	(0.45,0.49]	chr19	547768	1	CDS_STOP	CDS_STOP:CDS:UTR3:EXON_MRNA:SSB_ADJ:SS3_ADJ:SS5_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	GPX4	ENSG00000167468.18	ENST00000354171.13:ENST00000589115.6:ENST00000611653.4:ENST00000588919.5:ENST00000622390.4:ENST00000585480.1	protein_coding	protein_coding	protein_coding	protein_coding:non_stop_decay	48	234	2	2.82016	3.677815	4.53547	2.72363e-4	1.48803e-8	0.0265544	3.28336e-5
chr19	13154240	13154336	5237333	0	+	0.5	(0.49,0.53]	chr19	552587	5	UTR3	UTR3:EXON_MRNA	IER2	ENSG00000160888.7	ENST00000292433.4:ENST00000588173.1	protein_coding	protein_coding	protein_coding	protein_coding	16	80	2	3.32111	3.67516	4.02921	1.17633e-4	3.71244e-6	0.0181734	8.36182e-4
chr11	62625319	62625418	3690155	0	-	0.525253	(0.49,0.53]	chr11	371268	6	UTR3	UTR3:EXON_MRNA	GANAB	ENSG00000089597.18	ENST00000346178.8:ENST00000356638.8:ENST00000648273.1	protein_coding	protein_coding	protein_coding	protein_coding	68	347	2	2.87612	3.6747449999999997	4.47337	1.43261e-4	1.21239e-8	0.0196213	2.94141e-5
chr5	134402441	134402536	2015150	0	-	0.389474	(0.36,0.39]	chr5	203382	5	UTR3	UTR3:EXON_MRNA	CDKN2AIPNL	ENSG00000237190.4	ENST00000458198.3	protein_coding	protein_coding	protein_coding	protein_coding	12	54	2	3.00911	3.674105	4.3391	0.00101776	2.10593e-6	0.0511731	6.0924e-4
chr19	811951	812045	5210352	0	+	0.468085	(0.45,0.49]	chr19	547242	13	UTR3	UTR3:EXON_MRNA	PTBP1	ENSG00000011304.22	ENST00000635647.1:ENST00000627714.2:ENST00000349038.8:ENST00000356948.11:ENST00000394601.8:ENST00000679114.1	protein_coding	protein_coding	protein_coding	protein_coding	12	58	2	3.22854	3.6730099999999997	4.11748	3.49882e-4	5.72028e-6	0.0298631	0.00109578
chr3	47851892	47851992	1270780	0	-	0.51	(0.49,0.53]	chr3	137933	13	UTR3	UTR3:EXON_MRNA	MAP4	ENSG00000047849.22	ENST00000395734.7:ENST00000360240.10	protein_coding	protein_coding	protein_coding	protein_coding	20	98	2	3.31773	3.669185	4.02064	7.73768e-5	2.24567e-6	0.0145563	6.29358e-4
chr11	64246853	64246943	3694532	0	-	0.788889	(0.586,1]	chr11	372069	3	UTR5	UTR5:EXON_MRNA:EXON_LNCRNA	PPP1R14B:RP11-783K16.13	ENSG00000173457.11:ENSG00000257086.1	ENST00000309318.8:ENST00000545800.1	protein_coding	protein_coding	protein_coding:lncRNA	protein_coding:lncRNA	4	43	2	3.32909	3.66788	4.00667	0.00162733	1.01438e-4	0.0632053	0.00604623
chr19	49680139	49680210	5288257	0	+	0.647887	(0.586,1]	chr19	561925	1	CDS_STOP	CDS_STOP:CDS:UTR5:EXON_MRNA:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	PRMT1	ENSG00000126457.22	ENST00000529284.5:ENST00000528623.5:ENST00000391851.8:ENST00000534280.5:ENST00000534676.5:ENST00000454376.7:ENST00000527412.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	4	43	2	3.32909	3.66788	4.00667	0.00162733	1.01438e-4	0.0632053	0.00604623
chr1	244408989	244409088	521530	0	-	0.424242	(0.42,0.45]	chr1	65349	6	UTR3	UTR3:EXON_MRNA	ADSS2	ENSG00000035687.10	ENST00000366535.4	protein_coding	protein_coding	protein_coding	protein_coding	6	31	2	3.2277	3.66742	4.10714	0.00152937	4.88024e-5	0.0621957	0.00392651
chr19	12922747	12922847	5329976	0	-	0.66	(0.586,1]	chr19	570689	1	CDS_STOP	CDS_STOP:CDS:EXON_MRNA	FARSA	ENSG00000179115.11	ENST00000314606.9	protein_coding	protein_coding	protein_coding	protein_coding	4	42	2	3.49525	3.667295	3.83934	8.65978e-4	2.10711e-4	0.0471412	0.00926976
chr1	154582350	154582448	439525	0	-	0.367347	(0.36,0.39]	chr1	54208	4	UTR3	UTR3:EXON_MRNA	ADAR	ENSG00000160710.18	ENST00000368474.9:ENST00000368471.8:ENST00000648231.2	protein_coding	protein_coding	protein_coding	protein_coding	10	48	2	2.80731	3.667225	4.52714	0.00314695	1.18536e-6	0.0847768	4.26928e-4
chr17	76270703	76270802	4958690	0	+	0.343434	(0.33,0.36]	chr17	515635	3	UTR3	UTR3:EXON_MRNA	UBALD2	ENSG00000185262.9	ENST00000327490.8	protein_coding	protein_coding	protein_coding	protein_coding	20	90	2	2.70066	3.66692	4.63318	0.00159779	7.88203e-8	0.0632053	7.95896e-5
chr1	154978871	154978966	172730	0	+	0.421053	(0.42,0.45]	chr1	21498	2	UTR3	UTR3:EXON_MRNA:EXON_LNCRNA	CKS1B	ENSG00000173207.13	ENST00000368439.5:ENST00000308987.6:ENST00000474215.5:ENST00000471245.1	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	14	74	2	2.63642	3.6640550000000003	4.69169	0.0031744	1.13281e-7	0.0847768	9.95645e-5
chr1	149923466	149923541	431655	0	-	0.373333	(0.36,0.39]	chr1	52632	3	UTR3	UTR3:EXON_MRNA	SF3B4	ENSG00000143368.10	ENST00000271628.9	protein_coding	protein_coding	protein_coding	protein_coding	8	36	2	3.51716	3.6630450000000003	3.80893	2.59007e-4	1.20394e-4	0.026333	0.00665778
chr22	43167017	43167116	5678174	0	-	0.30303	(0.29,0.33]	chr22	617217	5	UTR3	UTR3:EXON_MRNA	TTLL12	ENSG00000100304.13	ENST00000216129.7	protein_coding	protein_coding	protein_coding	protein_coding	12	49	2	3.28044	3.6605999999999996	4.04076	3.29676e-4	1.36961e-5	0.0293541	0.00187255
chr12	56143952	56144042	3824147	0	+	0.555556	(0.53,0.586]	chr12	386740	2	UTR3	UTR3:EXON_MRNA	ESYT1	ENSG00000139641.13	ENST00000394048.10:ENST00000267113.4	protein_coding	protein_coding	protein_coding	protein_coding	4	28	2	3.65377	3.6587050000000003	3.66364	6.2779e-4	5.49053e-4	0.0369428	0.0169836
chr15	74920380	74920442	4592620	0	-	0.419355	(0.39,0.42]	chr15	469358	2	CDS_STOP	CDS_STOP:CDS:UTR3:EXON_MRNA	COX5A	ENSG00000178741.12	ENST00000322347.11:ENST00000567270.5:ENST00000562233.5:ENST00000568783.5:ENST00000568517.1	protein_coding	protein_coding	protein_coding	protein_coding	12	64	2	2.52537	3.6580250000000003	4.79068	0.00620925	1.08412e-7	0.116636	9.81456e-5
chr11	62625220	62625319	3690154	0	-	0.494949	(0.49,0.53]	chr11	371268	5	UTR3	UTR3:EXON_MRNA	GANAB	ENSG00000089597.18	ENST00000346178.8:ENST00000356638.8:ENST00000648273.1	protein_coding	protein_coding	protein_coding	protein_coding	36	175	2	3.08355	3.65604	4.22853	9.88685e-5	1.7245e-7	0.0165704	1.28439e-4
chr17	44035514	44035613	5048170	0	-	0.333333	(0.33,0.36]	chr17	528600	13	UTR3	UTR3:EXON_MRNA	LSM12	ENSG00000161654.10	ENST00000293406.8	protein_coding	protein_coding	protein_coding	protein_coding	28	111	2	3.11148	3.6559	4.20032	1.47809e-4	5.85898e-7	0.0199391	2.64069e-4
chr9	135933226	135933312	3241344	0	-	0.523256	(0.49,0.53]	chr9	319407	4	UTR3	UTR3:EXON_MRNA	UBAC1	ENSG00000130560.9	ENST00000371756.4	protein_coding	protein_coding	protein_coding	protein_coding	18	88	2	3.28205	3.65327	4.02449	1.13022e-4	2.83526e-6	0.0177586	7.17084e-4
chr7	99396298	99396394	2657919	0	-	0.541667	(0.53,0.586]	chr7	265558	18	UTR3	UTR3:EXON_MRNA	PDAP1	ENSG00000106244.13	ENST00000350498.8	protein_coding	protein_coding	protein_coding	protein_coding	24	137	2	3.15978	3.6494099999999996	4.13904	1.12282e-4	5.50297e-7	0.0177586	2.55705e-4
chr16	368327	368414	4758771	0	-	0.574713	(0.53,0.586]	chr16	487693	1	CDS	CDS:EXON_MRNA	MRPL28	ENSG00000086504.18	ENST00000199706.13:ENST00000483764.5:ENST00000389675.6:ENST00000447696.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	6	41	2	2.99559	3.649235	4.30288	0.00305369	9.82842e-6	0.0835882	0.0015428
chr19	42230361	42230447	5359832	0	-	0.453488	(0.45,0.49]	chr19	575161	3	UTR3	UTR3:EXON_MRNA:SS3_ADJ:SSB_PROX:SS3_PROX:SS5_PROX:INTRON	GSK3A	ENSG00000105723.13	ENST00000222330.8:ENST00000398249.8:ENST00000453535.1	protein_coding	protein_coding	protein_coding	protein_coding:nonsense_mediated_decay	6	31	2	3.50466	3.648685	3.79271	4.81409e-4	2.07699e-4	0.034822	0.00922968
chr11	67612199	67612265	3578708	0	+	0.590909	(0.586,1]	chr11	356598	2	CDS	CDS:UTR3:EXON_MRNA	NDUFV1	ENSG00000167792.13	ENST00000647561.1:ENST00000322776.11:ENST00000526770.5:ENST00000527355.5:ENST00000527923.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	8	75	2	3.35257	3.648615	3.94466	3.39127e-4	2.22652e-5	0.0295843	0.00247426
chr16	400424	400506	4627513	0	+	0.585366	(0.53,0.586]	chr16	472360	2	UTR3	UTR3:EXON_MRNA	NME4	ENSG00000103202.13	ENST00000620944.4:ENST00000219479.7:ENST00000460297.1:ENST00000433358.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	26	151	2	3.05033	3.648575	4.24682	1.69042e-4	2.36348e-7	0.0217428	1.58551e-4
chr11	57389240	57389317	3684341	0	-	0.571429	(0.53,0.586]	chr11	369846	4	CDS	CDS:EXON_MRNA	PRG2:RP11-872D17.8	ENSG00000186652.10:ENSG00000254979.5	ENST00000311862.10:ENST00000525955.1:ENST00000534081.5:ENST00000530105.1:ENST00000529411.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	4	28	2	3.55068	3.647865	3.74505	9.94802e-4	3.73362e-4	0.0306378	0.0225782
chr17	78113547	78113624	5099857	0	-	0.493506	(0.49,0.53]	chr17	535701	1	CDS	CDS:EXON_MRNA:EXON_LNCRNA	TMC6	ENSG00000141524.17	ENST00000590602.6:ENST00000592076.5:ENST00000392467.7:ENST00000593044.5:ENST00000591436.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:processed_transcript	22	105	2	3.37624	3.647275	3.91831	4.79899e-5	3.31596e-6	0.0115334	7.91422e-4
chr8	143580567	143580629	3012746	0	-	0.677419	(0.586,1]	chr8	293525	2	CDS	CDS:UTR3:EXON_MRNA:SS3_PROX:INTRON	EEF1D	ENSG00000104529.18	ENST00000317198.10:ENST00000532400.1:ENST00000529272.5:ENST00000395119.7:ENST00000528610.5:ENST00000442189.6:ENST00000526838.5:ENST00000532741.5:ENST00000529007.5:ENST00000534377.6:ENST00000534380.6:ENST00000530445.6:ENST00000530616.5:ENST00000530848.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	4	41	2	3.64424	3.6471400000000003	3.65004	4.77965e-4	4.63997e-4	0.034822	0.0144718
chr16	31191036	31191110	4685508	0	+	0.675676	(0.586,1]	chr16	480458	2	CDS	CDS:EXON_MRNA	FUS	ENSG00000089280.19	ENST00000380244.7:ENST00000487509.6	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	22	185	2	3.64223	3.6466250000000002	3.65102	1.08321e-5	1.07548e-5	0.00651197	0.00164159
chr21	44769178	44769278	5568808	0	-	0.57	(0.53,0.586]	chr21	602717	7	UTR3	UTR3:EXON_MRNA	UBE2G2	ENSG00000184787.19	ENST00000345496.7:ENST00000481546.1	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	6	38	2	3.53238	3.64127	3.75016	3.56446e-4	1.59848e-4	0.029961	0.00786251
chr7	76066509	76066609	2459082	0	+	0.43	(0.42,0.45]	chr7	246946	2	UTR3	UTR3:EXON_MRNA	MDH2	ENSG00000146701.12	ENST00000443006.5:ENST00000315758.10:ENST00000432020.2	protein_coding	protein_coding	protein_coding	protein_coding	6	30	2	3.43016	3.63886	3.84756	6.72307e-4	1.74183e-4	0.0421587	0.00824326
chr19	35279350	35279444	5262720	0	+	0.43617	(0.42,0.45]	chr19	557014	2	UTR3	UTR3:EXON_MRNA:EXON_LNCRNA	USF2	ENSG00000105698.16	ENST00000222305.8:ENST00000343550.9:ENST00000600341.5	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	12	56	2	3.05572	3.63557	4.21542	7.6327e-4	3.5398e-6	0.0445912	8.21734e-4
chr5	6599434	6599532	1913750	0	-	0.367347	(0.36,0.39]	chr5	195277	3	UTR3	UTR3:EXON_MRNA	NSUN2	ENSG00000037474.15	ENST00000264670.11:ENST00000504374.5:ENST00000505892.5:ENST00000513888.5	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron:nonsense_mediated_decay	6	28	2	3.20761	3.63374	4.05987	0.00180592	7.56135e-5	0.0663537	0.0050999
chr1	225920261	225920357	503662	0	-	0.458333	(0.45,0.49]	chr1	62944	5	UTR3	UTR3:EXON_MRNA	PYCR2	ENSG00000143811.19	ENST00000612039.4:ENST00000478402.5:ENST00000343818.11	protein_coding	protein_coding	protein_coding	protein_coding:retained_intron	8	41	2	2.9722	3.63216	4.29212	0.00229197	7.02234e-6	0.0720253	0.00125845
chr19	40757331	40757417	5272094	0	+	0.523256	(0.49,0.53]	chr19	558788	1	CDS	CDS:EXON_MRNA:EXON_LNCRNA:SS3_ADJ:SS3_PROX:INTRON	SNRPA	ENSG00000077312.9	ENST00000601253.5:ENST00000599570.5:ENST00000243563.8	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	6	33	2	3.24766	3.63183	4.016	0.00131244	6.02803e-5	0.0579325	0.00445171
chr1	20651940	20652028	297047	0	-	0.511364	(0.49,0.53]	chr1	37164	3	UTR3	UTR3:EXON_MRNA	DDOST	ENSG00000244038.11	ENST00000415136.6:ENST00000602624.7	protein_coding	protein_coding	protein_coding	protein_coding	10	59	2	2.62581	3.629955	4.6341	0.00523818	3.76373e-7	0.108322	2.01657e-4
chr12	56273083	56273183	3957014	0	-	0.52	(0.49,0.53]	chr12	404327	1	CDS_STOP	CDS_STOP:CDS:EXON_MRNA	CS	ENSG00000062485.19	ENST00000351328.8:ENST00000548567.5	protein_coding	protein_coding	protein_coding	protein_coding	6	34	2	3.03012	3.6275850000000003	4.22505	0.00300001	2.05018e-5	0.0835882	0.00235815
chr1	226071659	226071749	248122	0	+	0.311111	(0.29,0.33]	chr1	30123	3	UTR3	UTR3:EXON_MRNA:EXON_LNCRNA	H3-3A	ENSG00000163041.13	ENST00000366815.10:ENST00000655399.1:ENST00000656829.1:ENST00000661429.1:ENST00000366813.1	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	12	48	2	3.21411	3.6274349999999997	4.04076	4.4559e-4	1.36961e-5	0.0336405	0.00187255
chr12	112152881	112152971	3876481	0	+	0.422222	(0.42,0.45]	chr12	393473	2	UTR3	UTR3:EXON_MRNA	TRAFD1	ENSG00000135148.12	ENST00000257604.9:ENST00000412615.7	protein_coding	protein_coding	protein_coding	protein_coding	8	38	2	3.26454	3.626545	3.98855	7.17974e-4	3.98981e-5	0.0431707	0.00350929
chr17	74768954	74769054	4954775	0	+	0.58	(0.53,0.586]	chr17	514873	4	UTR3	UTR3:EXON_MRNA	SLC9A3R1	ENSG00000109062.12	ENST00000262613.10	protein_coding	protein_coding	protein_coding	protein_coding	6	38	2	3.28881	3.6238149999999996	3.95882	9.9327e-4	5.85192e-5	0.0511105	0.00438331
chrX	124101675	124101773	5769856	0	+	0.326531	(0.29,0.33]	chrX	626794	12	UTR3	UTR3:EXON_MRNA:INTRON	STAG2	ENSG00000101972.19	ENST00000469481.1:ENST00000371145.8:ENST00000371157.7	protein_coding	protein_coding	protein_coding	protein_coding:processed_transcript	12	50	2	2.9133	3.6208400000000003	4.32838	0.00160474	2.58788e-6	0.0632053	6.76036e-4
chr12	123408673	123408770	3888409	0	+	0.57732000000000006	(0.53,0.586]	chr12	395583	11	UTR3	UTR3:EXON_MRNA	KMT5A	ENSG00000183955.13	ENST00000402868.8	protein_coding	protein_coding	protein_coding	protein_coding	6	39	2	3.1001	3.620595	4.14109	0.00207528	2.31829e-5	0.0698581	0.00252547
